,split_0,split_1,split_2,averb,averb_s,averb_o,averb_relation,root,root_full,root_s,root_o,fverb,fword,apos,apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices
186,"As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and",it,"robustly retrieves noun hypernyms , but it struggles with challenging inference and role - based event prediction — and , in particular , it shows clear insensitivity to the contextual impacts of negation",shows,"['it', 'As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and', 'robustly retrieves noun hypernyms it struggles with challenging inference and role - based event prediction — and , in particular ,']",[],1.0,insensitivity,insensitivity,[],[],retrieves,robustly,"['PRON', 'VERB', 'ADJ']","['it', 'shows', 'clear']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Abstract,2,"As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation","['As', 'a', 'case', 'study', ',', 'we', 'apply', 'these', 'diagnostics', 'to', 'the', 'popular', 'BERT', 'model', ',', 'finding', 'that', 'it', 'can', 'generally', 'distinguish', 'good', 'from', 'bad', 'completions', 'involving', 'shared', 'category', 'or', 'role', 'reversal', ',', 'albeit', 'with', 'less', 'sensitivity', 'than', 'humans', ',', 'and', 'it', 'robustly', 'retrieves', 'noun', 'hypernyms', ',', 'but', 'it', 'struggles', 'with', 'challenging', 'inference', 'and', 'role', '-', 'based', 'event', 'prediction', '—', 'and', ',', 'in', 'particular', ',', 'it', 'shows', 'clear', 'insensitivity', 'to', 'the', 'contextual', 'impacts', 'of', 'negation']","(40, 41)","(232, 234)"
187,"As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and it robustly retrieves noun hypernyms , but",it,"struggles with challenging inference and role - based event prediction — and , in particular , it shows clear insensitivity to the contextual impacts of negation",struggles,[],[],1.0,insensitivity,insensitivity,[],[],struggles,struggles,"['PRON', 'VERB', 'VERB']","['it', 'struggles', 'shows']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Abstract,2,"As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation","['As', 'a', 'case', 'study', ',', 'we', 'apply', 'these', 'diagnostics', 'to', 'the', 'popular', 'BERT', 'model', ',', 'finding', 'that', 'it', 'can', 'generally', 'distinguish', 'good', 'from', 'bad', 'completions', 'involving', 'shared', 'category', 'or', 'role', 'reversal', ',', 'albeit', 'with', 'less', 'sensitivity', 'than', 'humans', ',', 'and', 'it', 'robustly', 'retrieves', 'noun', 'hypernyms', ',', 'but', 'it', 'struggles', 'with', 'challenging', 'inference', 'and', 'role', '-', 'based', 'event', 'prediction', '—', 'and', ',', 'in', 'particular', ',', 'it', 'shows', 'clear', 'insensitivity', 'to', 'the', 'contextual', 'impacts', 'of', 'negation']","(47, 48)","(275, 277)"
188,"As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and it robustly retrieves noun hypernyms , but it struggles with challenging inference and role - based event prediction — and , in particular ,",it,shows clear insensitivity to the contextual impacts of negation,shows,"['it', 'As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and', 'robustly retrieves noun hypernyms it struggles with challenging inference and role - based event prediction — and , in particular ,']",[],1.0,insensitivity,insensitivity,[],[],shows,shows,"['PRON', 'VERB', 'ADJ']","['it', 'shows', 'clear']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Abstract,2,"As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation","['As', 'a', 'case', 'study', ',', 'we', 'apply', 'these', 'diagnostics', 'to', 'the', 'popular', 'BERT', 'model', ',', 'finding', 'that', 'it', 'can', 'generally', 'distinguish', 'good', 'from', 'bad', 'completions', 'involving', 'shared', 'category', 'or', 'role', 'reversal', ',', 'albeit', 'with', 'less', 'sensitivity', 'than', 'humans', ',', 'and', 'it', 'robustly', 'retrieves', 'noun', 'hypernyms', ',', 'but', 'it', 'struggles', 'with', 'challenging', 'inference', 'and', 'role', '-', 'based', 'event', 'prediction', '—', 'and', ',', 'in', 'particular', ',', 'it', 'shows', 'clear', 'insensitivity', 'to', 'the', 'contextual', 'impacts', 'of', 'negation']","(64, 65)","(373, 375)"
189,What,BERT,Is Not: Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models.,Is,"['What', 'BERT']","['Not', ': Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models .']",1.0,Is,Is,"['What', 'BERT']","['Not', ': Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models .']",Is,Is,"['PROPN', 'AUX']","['BERT', 'Is']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Title,0,What BERT Is Not: Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models.,"['What', 'BERT', 'Is', 'Not:', 'Lessons', 'from', 'a', 'New', 'Suite', 'of', 'Psycholinguistic', 'Diagnostics', 'for', 'Language', 'Models.']","(1, 2)","(4, 8)"
190,"Language model pre - training , such as",BERT,", has achieved remarkable results in many NLP tasks .",pre,['model'],"['-', 'training , such as BERT ,']",-1.0,achieved,has achieved,"['Language model pre - training , such as BERT ,']",['remarkable results'],has,has,"['PROPN', 'SCONJ', 'ADJ']","['BERT', 'as', 'training']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,0,"Language model pre-training, such as BERT, has achieved remarkable results in many NLP tasks.","['Language', 'model', 'pre', '-', 'training', ',', 'such', 'as', 'BERT', ',', 'has', 'achieved', 'remarkable', 'results', 'in', 'many', 'NLP', 'tasks', '.']","(8, 9)","(39, 43)"
191,"However, it is unclear why the pre-training-then-fine-tuning paradigm can improve performance and generalization capability across different tasks.",,,,,,,unclear,is unclear,[],[],,,,,https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,1,"However, it is unclear why the pre-training-then-fine-tuning paradigm can improve performance and generalization capability across different tasks.","['However,', 'it', 'is', 'unclear', 'why', 'the', 'pre-training-then-fine-tuning', 'paradigm', 'can', 'improve', 'performance', 'and', 'generalization', 'capability', 'across', 'different', 'tasks.']",,
192,"In this paper , we propose to visualize loss landscapes and optimization trajectories of fine - tuning",BERT,on specific datasets .,tuning,['-'],['BERT on specific datasets'],-1.0,propose,propose,"[',', 'we']",['and'],,on,"['NOUN', 'VERB', 'ADP']","['BERT', 'tuning', 'of']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,2,"In this paper, we propose to visualize loss landscapes and optimization trajectories of fine-tuning BERT on specific datasets.","['In', 'this', 'paper', ',', 'we', 'propose', 'to', 'visualize', 'loss', 'landscapes', 'and', 'optimization', 'trajectories', 'of', 'fine', '-', 'tuning', 'BERT', 'on', 'specific', 'datasets', '.']","(17, 18)","(102, 106)"
193,"First, we find that pre-training reaches a good initial point across downstream tasks, which leads to wider optima and easier optimization compared with training from scratch.",,,,,,,First,First,"[',']","['we find that pre - training reaches a good initial point across downstream tasks , which leads to wider optima and easier optimization compared with training from scratch .']",,,,,https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,3,"First, we find that pre-training reaches a good initial point across downstream tasks, which leads to wider optima and easier optimization compared with training from scratch.","['First,', 'we', 'find', 'that', 'pre-training', 'reaches', 'a', 'good', 'initial', 'point', 'across', 'downstream', 'tasks,', 'which', 'leads', 'to', 'wider', 'optima', 'and', 'easier', 'optimization', 'compared', 'with', 'training', 'from', 'scratch.']",,
194,"We also demonstrate that the fine - tuning procedure is robust to overfitting , even though",BERT,is highly over - parameterized for downstream tasks .,demonstrate,['We'],[],-1.0,demonstrate,demonstrate,['We'],[],is,is,"['PROPN', 'ADV', 'ADJ']","['BERT', 'highly', 'robust']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,4,"We also demonstrate that the fine-tuning procedure is robust to overfitting, even though BERT is highly over-parameterized for downstream tasks.","['We', 'also', 'demonstrate', 'that', 'the', 'fine', '-', 'tuning', 'procedure', 'is', 'robust', 'to', 'overfitting', ',', 'even', 'though', 'BERT', 'is', 'highly', 'over', '-', 'parameterized', 'for', 'downstream', 'tasks', '.']","(16, 17)","(91, 95)"
195,"Second , the visualization results indicate that fine - tuning",BERT,"tends to generalize better because of the flat and wide optima , and the consistency between the training loss surface and the generalization error surface .",tuning,['-'],['BERT'],-1.0,indicate,indicate,"[', the visualization results']",[],tends,tends,"['PROPN', 'VERB', 'VERB']","['BERT', 'tuning', 'tends']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,5,"Second, the visualization results indicate that fine-tuning BERT tends to generalize better because of the flat and wide optima, and the consistency between the training loss surface and the generalization error surface.","['Second', ',', 'the', 'visualization', 'results', 'indicate', 'that', 'fine', '-', 'tuning', 'BERT', 'tends', 'to', 'generalize', 'better', 'because', 'of', 'the', 'flat', 'and', 'wide', 'optima', ',', 'and', 'the', 'consistency', 'between', 'the', 'training', 'loss', 'surface', 'and', 'the', 'generalization', 'error', 'surface', '.']","(10, 11)","(62, 66)"
196,"Third , the lower layers of",BERT,"are more invariant during fine - tuning , which suggests that the layers that are close to input learn more transferable representations of language",,,,,invariant,are invariant,"['Third , the lower layers of BERT', 'more']",['which suggests that the layers that are close to input learn more transferable representations of language'],are,are,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'layers']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,6,"Third, the lower layers of BERT are more invariant during fine-tuning, which suggests that the layers that are close to input learn more transferable representations of language","['Third', ',', 'the', 'lower', 'layers', 'of', 'BERT', 'are', 'more', 'invariant', 'during', 'fine', '-', 'tuning', ',', 'which', 'suggests', 'that', 'the', 'layers', 'that', 'are', 'close', 'to', 'input', 'learn', 'more', 'transferable', 'representations', 'of', 'language']","(6, 7)","(27, 31)"
197,Visualizing and Understanding the Effectiveness of,BERT,.,Understanding,[],['the Effectiveness of BERT'],-1.0,Visualizing,Visualizing,[],['Understanding the Effectiveness of BERT'],,,"['PROPN', 'ADP', 'PROPN']","['BERT', 'of', 'Effectiveness']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Title,0,Visualizing and Understanding the Effectiveness of BERT.,"['Visualizing', 'and', 'Understanding', 'the', 'Effectiveness', 'of', 'BERT', '.']","(6, 7)","(50, 54)"
198,Data augmentation methods are often applied to prevent overfitting and improve generalization of deep neural network models.,,,,,,,are,are,['Data augmentation methods'],[],,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,0,Data augmentation methods are often applied to prevent overfitting and improve generalization of deep neural network models.,"['Data', 'augmentation', 'methods', 'are', 'often', 'applied', 'to', 'prevent', 'overfitting', 'and', 'improve', 'generalization', 'of', 'deep', 'neural', 'network', 'models.']",,
199,,Recently proposed contextual augmentation,augments labeled sentences by randomly replacing words with more varied substitutions predicted by language model .,,,,,Recently,Recently,[],"['contextual augmentation augments', 'proposed', 'labeled sentences by randomly replacing words with more varied substitutions predicted by language model .']",labeled,augments,['ADV'],['Recently'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,1,Recently proposed contextual augmentation augments labeled sentences by randomly replacing words with more varied substitutions predicted by language model.,"['Recently', 'proposed', 'contextual', 'augmentation', 'augments', 'labeled', 'sentences', 'by', 'randomly', 'replacing', 'words', 'with', 'more', 'varied', 'substitutions', 'predicted', 'by', 'language', 'model', '.']","(0, 4)","(0, 41)"
200,,Bidirectional Encoder Representations from Transformers ( BERT ),demonstrates that a deep bidirectional language model is more powerful than either an unidirectional language model or the shallow concatenation of a forward and backward model .,,,,,Representations,Representations,['Encoder'],[],demonstrates,demonstrates,['PROPN'],['Representations'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,2,Bidirectional Encoder Representations from Transformers (BERT) demonstrates that a deep bidirectional language model is more powerful than either an unidirectional language model or the shallow concatenation of a forward and backward model.,"['Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', '(', 'BERT', ')', 'demonstrates', 'that', 'a', 'deep', 'bidirectional', 'language', 'model', 'is', 'more', 'powerful', 'than', 'either', 'an', 'unidirectional', 'language', 'model', 'or', 'the', 'shallow', 'concatenation', 'of', 'a', 'forward', 'and', 'backward', 'model', '.']","(0, 8)","(0, 64)"
201,We propose,a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation,.,propose,['We'],['a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation'],-1.0,propose,propose,['We'],['a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation'],,,"['NOUN', 'VERB']","['method', 'propose']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,3,We propose a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation.,"['We', 'propose', 'a', 'novel', 'data', 'augmentation', 'method', 'for', 'labeled', 'sentences', 'called', 'conditional', 'BERT', 'contextual', 'augmentation', '.']","(2, 15)","(10, 112)"
202,We retrofit BERT to,conditional BERT,"by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",,,,,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",introducing,by,"['ADP', 'NOUN', 'PUNCT']","['to', 'BERT', '.']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(4, 6)","(19, 35)"
203,We retrofit,BERT,"to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",,,,,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",conditional,to,"['NOUN', 'PUNCT', 'PUNCT']","['BERT', '.', '”']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(2, 3)","(11, 15)"
204,We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original,BERT,"paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",appeared,[],['once'],-1.0,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",indicates,paper,"['PROPN', 'NOUN', 'ADP']","['BERT', 'paper', 'in']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(27, 28)","(166, 170)"
205,"In our paper, “conditional masked language model” indicates we apply extra label-conditional constraint to the “masked language model”.)",,,,,,,label,label,"['In our paper , “ conditional masked language model ” indicates we apply', 'extra']","['-', 'conditional']",,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,5,"In our paper, “conditional masked language model” indicates we apply extra label-conditional constraint to the “masked language model”.)","['In', 'our', 'paper,', '“conditional', 'masked', 'language', 'model”', 'indicates', 'we', 'apply', 'extra', 'label-conditional', 'constraint', 'to', 'the', '“masked', 'language', 'model”.)']",,
206,task.,,,,,,,task,task,[],['.'],,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,6,task.,['task.'],,
207,The well trained conditional,BERT,can be applied to enhance contextual augmentation.,can,['The well trained conditional BERT'],[],1.0,applied,can be applied,[],['to enhance contextual augmentation'],be,can,"['NOUN', 'ADJ', 'VERB']","['BERT', 'conditional', 'can']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,7,The well trained conditional BERT can be applied to enhance contextual augmentation.,"['The', 'well', 'trained', 'conditional', 'BERT', 'can', 'be', 'applied', 'to', 'enhance', 'contextual', 'augmentation.']","(4, 5)","(28, 32)"
208,Experiments on six various different text classification tasks show that,our method,can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement,show,[],[],-1.0,tasks,tasks,['various different classification'],['Experiments on show that our method can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement'],be,can,"['NOUN', 'ADV', 'VERB']","['method', 'easily', 'show']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,8,Experiments on six various different text classification tasks show that our method can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement,"['Experiments', 'on', 'six', 'various', 'different', 'text', 'classification', 'tasks', 'show', 'that', 'our', 'method', 'can', 'be', 'easily', 'applied', 'to', 'both', 'convolutional', 'or', 'recurrent', 'neural', 'networks', 'classifier', 'to', 'obtain', 'improvement']","(10, 12)","(72, 82)"
209,Conditional,BERT,Contextual Augmentation.,,,,,BERT,BERT,[],['Contextual Augmentation'],,Contextual,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Title,0,Conditional BERT Contextual Augmentation.,"['Conditional', 'BERT', 'Contextual', 'Augmentation.']","(1, 2)","(11, 15)"
210,We propose a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU.,,,,,,,propose,propose,['We'],['a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU'],,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,0,We propose a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU.,"['We', 'propose', 'a', 'practical', 'scheme', 'to', 'train', 'a', 'single', 'multilingual', 'sequence', 'labeling', 'model', 'that', 'yields', 'state', 'of', 'the', 'art', 'results', 'and', 'is', 'small', 'and', 'fast', 'enough', 'to', 'run', 'on', 'a', 'single', 'CPU.']",,
211,Starting from a public multilingual,BERT,"checkpoint, our final model is 6x smaller and 27x faster, and has higher accuracy than a state-of-the-art multilingual baseline.",Starting,[],[],-1.0,6x,is 6x,"['Starting from a public multilingual BERT checkpoint , our final model', 'and']","['smaller', 'has higher accuracy than a state - of - the - art multilingual baseline .']",is,checkpoint,"['PROPN', 'NOUN', 'ADP']","['BERT', 'checkpoint', 'from']",https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,1,"Starting from a public multilingual BERT checkpoint, our final model is 6x smaller and 27x faster, and has higher accuracy than a state-of-the-art multilingual baseline.","['Starting', 'from', 'a', 'public', 'multilingual', 'BERT', 'checkpoint,', 'our', 'final', 'model', 'is', '6x', 'smaller', 'and', '27x', 'faster,', 'and', 'has', 'higher', 'accuracy', 'than', 'a', 'state-of-the-art', 'multilingual', 'baseline.']","(5, 6)","(35, 39)"
212,"We show that our model especially outperforms on low-resource languages, and works on codemixed input text without being explicitly trained on codemixed examples.",,,,,,,show,show,['We'],['.'],,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,2,"We show that our model especially outperforms on low-resource languages, and works on codemixed input text without being explicitly trained on codemixed examples.","['We', 'show', 'that', 'our', 'model', 'especially', 'outperforms', 'on', 'low-resource', 'languages,', 'and', 'works', 'on', 'codemixed', 'input', 'text', 'without', 'being', 'explicitly', 'trained', 'on', 'codemixed', 'examples.']",,
213,We showcase the effectiveness of our method by reporting on part-of-speech tagging and morphological prediction on 70 treebanks and 48 languages,,,,,,,showcase,showcase,['We'],['the effectiveness of our method by reporting on part - of - speech tagging and morphological prediction on 70 treebanks and 48 languages'],,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,3,We showcase the effectiveness of our method by reporting on part-of-speech tagging and morphological prediction on 70 treebanks and 48 languages,"['We', 'showcase', 'the', 'effectiveness', 'of', 'our', 'method', 'by', 'reporting', 'on', 'part-of-speech', 'tagging', 'and', 'morphological', 'prediction', 'on', '70', 'treebanks', 'and', '48', 'languages']",,
214,Small and Practical,BERT,Models for Sequence Labeling.,,,,,Small,Small,[],"['Practical Models for Sequence Labeling', 'BERT']",,Models,"['PROPN', 'ADJ']","['BERT', 'Small']",https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Title,0,Small and Practical BERT Models for Sequence Labeling.,"['Small', 'and', 'Practical', 'BERT', 'Models', 'for', 'Sequence', 'Labeling.']","(3, 4)","(19, 23)"
215,"Recently, a simple combination of passage retrieval using off-the-shelf IR techniques and a",BERT,"reader was found to be very effective for question answering directly on Wikipedia, yielding a large improvement over the previous state of the art on a standard benchmark dataset.",using,[],"['off', '- the - shelf IR techniques and a BERT reader']",-1.0,found,was found,"['a simple combination of passage retrieval using off - the - shelf IR techniques and a BERT reader', 'Recently ,']","['to be very effective for question answering directly on Wikipedia , yielding a large improvement over the previous state of the art on a standard benchmark dataset']",was,reader,"['PROPN', 'NOUN', 'CCONJ']","['BERT', 'reader', 'and']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,0,"Recently, a simple combination of passage retrieval using off-the-shelf IR techniques and a BERT reader was found to be very effective for question answering directly on Wikipedia, yielding a large improvement over the previous state of the art on a standard benchmark dataset.","['Recently,', 'a', 'simple', 'combination', 'of', 'passage', 'retrieval', 'using', 'off-the-shelf', 'IR', 'techniques', 'and', 'a', 'BERT', 'reader', 'was', 'found', 'to', 'be', 'very', 'effective', 'for', 'question', 'answering', 'directly', 'on', 'Wikipedia,', 'yielding', 'a', 'large', 'improvement', 'over', 'the', 'previous', 'state', 'of', 'the', 'art', 'on', 'a', 'standard', 'benchmark', 'dataset.']","(13, 14)","(91, 95)"
216,"In this paper, we present a data augmentation technique using distant supervision that exploits positive as well as negative examples.",,,,,,,present,present,"[',', 'we']","['a data augmentation technique', 'using distant supervision that exploits positive as well as negative examples .']",,,,,https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,1,"In this paper, we present a data augmentation technique using distant supervision that exploits positive as well as negative examples.","['In', 'this', 'paper,', 'we', 'present', 'a', 'data', 'augmentation', 'technique', 'using', 'distant', 'supervision', 'that', 'exploits', 'positive', 'as', 'well', 'as', 'negative', 'examples.']",,
