,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
167,"While automated extraction of measured quantities, such as 17.2 mV, is straightforward, it is much more challenging to capture information about such quantities, such as which property of which entity is being measured.",,,S,"['SBAR', ',', 'NP', 'VP', '.']",it,0.0,91.0,93.0,91.0,93.0,"[(91, 93)]",is,0.0,94.0,96.0,94.0,96.0,"[(94, 96)]",['it'],"['is', 'capture']",,,,,,,,,,17.2,17.2,[],"['mV', ',']",0,60,65,60,65,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,2,"While automated extraction of measured quantities, such as 17.2 mV, is straightforward, it is much more challenging to capture information about such quantities, such as which property of which entity is being measured.","['While', 'automated', 'extraction', 'of', 'measured', 'quantities,', 'such', 'as', '17.2', 'mV,', 'is', 'straightforward,', 'it', 'is', 'much', 'more', 'challenging', 'to', 'capture', 'information', 'about', 'such', 'quantities,', 'such', 'as', 'which', 'property', 'of', 'which', 'entity', 'is', 'being', 'measured.']",,,
168,"Additionally, further context may be required identifying conditions, such as temperature or pressure, under which a measurement was performed.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",further context,0.0,15.0,30.0,15.0,30.0,"[(15, 22), (23, 30)]",may be required,0.0,31.0,46.0,31.0,46.0,"[(31, 34), (35, 37), (38, 46)]","['further', 'context']","['may', 'be', 'required', 'identifying']",,,,,,,,,,required,may be required,[],"['under which was performed', '.']",0,31,47,31,47,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,3,"Additionally, further context may be required identifying conditions, such as temperature or pressure, under which a measurement was performed.","['Additionally,', 'further', 'context', 'may', 'be', 'required', 'identifying', 'conditions,', 'such', 'as', 'temperature', 'or', 'pressure,', 'under', 'which', 'a', 'measurement', 'was', 'performed.']",,,
169,"This information on property, entity, and context is needed to place the measurements into a database, but little attention has been given to the problem.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],but,0.0,106.0,109.0,106.0,109.0,"[(106, 109)]","['This', 'information', 'little', 'attention']","['is', 'needed', 'place', 'has', 'been', 'given']",,,,,,,,,,needed,is needed,"['This', 'information on property , entity , and context']","[',']",0,52,62,52,62,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,4,"This information on property, entity, and context is needed to place the measurements into a database, but little attention has been given to the problem.","['This', 'information', 'on', 'property,', 'entity,', 'and', 'context', 'is', 'needed', 'to', 'place', 'the', 'measurements', 'into', 'a', 'database,', 'but', 'little', 'attention', 'has', 'been', 'given', 'to', 'the', 'problem.']",,,
170,We start to address this information extraction problem by applying machine comprehension and question answering techniques.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",start,0.0,3.0,8.0,3.0,8.0,"[(3, 8)]",['We'],"['start', 'address']",,,,,,,,,,start,start,['We'],[],0,3,9,3,9,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,5,We start to address this information extraction problem by applying machine comprehension and question answering techniques.,"['We', 'start', 'to', 'address', 'this', 'information', 'extraction', 'problem', 'by', 'applying', 'machine', 'comprehension', 'and', 'question', 'answering', 'techniques.']",,,
171,"To our knowledge, our research is the first to apply neural language models to extracting such properties and entities.",,,S,"['PP', ',', 'NP', 'VP', '.']",research,0.0,23.0,31.0,23.0,31.0,"[(23, 31)]",is,0.0,32.0,34.0,32.0,34.0,"[(32, 34)]",['research'],['is'],,,,,,,,,,the,is the,[],"['first', 'to apply neural language models to extracting such properties and entities']",0,32,39,32,39,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,6,"To our knowledge, our research is the first to apply neural language models to extracting such properties and entities.","['To', 'our', 'knowledge,', 'our', 'research', 'is', 'the', 'first', 'to', 'apply', 'neural', 'language', 'models', 'to', 'extracting', 'such', 'properties', 'and', 'entities.']",,,
172,We found that we can do so with a very small investment in training data generation.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",found,0.0,3.0,8.0,3.0,8.0,"[(3, 8)]",['We'],['found'],,,,,,,,,,found,found,['We'],[],0,3,9,3,9,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,7,We found that we can do so with a very small investment in training data generation.,"['We', 'found', 'that', 'we', 'can', 'do', 'so', 'with', 'a', 'very', 'small', 'investment', 'in', 'training', 'data', 'generation.']",,,
173,"We develop a multi-turn question answering solution, where initial questions provide answers that are plugged into templates for follow-on questions.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",develop,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['develop'],,,,,,,,,,question,question,"[', where initial questions provide answers that are plugged into templates for follow - on questions', 'develop', 'a multi -', 'turn']",['solution'],0,26,35,26,35,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,8,"We develop a multi-turn question answering solution, where initial questions provide answers that are plugged into templates for follow-on questions.","['We', 'develop', 'a', 'multi-turn', 'question', 'answering', 'solution,', 'where', 'initial', 'questions', 'provide', 'answers', 'that', 'are', 'plugged', 'into', 'templates', 'for', 'follow-on', 'questions.']",,,
174,"We use existing QA datasets , SQuAD and",DROP,", to do most of the training of our model and measure the effect of adding different amounts of the gold data .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",use,0.0,3.0,6.0,3.0,6.0,"[(3, 6)]",['We'],"['use', 'do', 'measure']",use,['We'],"['existing QA datasets , SQuAD and DROP , to do most of the training of our model and measure the effect of adding different amounts of the gold data .']",-1.0,0.0,3.0,7.0,3.0,7.0,use,use,['We'],"['existing QA datasets , SQuAD and DROP , to do most of the training of our model and measure the effect of adding different amounts of the gold data .']",0,3,7,3,7,do,to,"['PROPN', 'NOUN', 'VERB']","['DROP', 'datasets', 'use']",https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,9,"We use existing QA datasets, SQuAD and DROP, to do most of the training of our model and measure the effect of adding different amounts of the gold data.","['We', 'use', 'existing', 'QA', 'datasets', ',', 'SQuAD', 'and', 'DROP', ',', 'to', 'do', 'most', 'of', 'the', 'training', 'of', 'our', 'model', 'and', 'measure', 'the', 'effect', 'of', 'adding', 'different', 'amounts', 'of', 'the', 'gold', 'data', '.']","(8, 9)","(39, 43)",0.0
175,"Adding gold data representing only 0.1% of the SQuAD data, a SciBERT-based QA model’s exact match and partial overlap accuracies improve from .32 and .47, respectively, to .42 and .57.",,,S,"['S', ',', 'NP', 'VP', '.']",a SciBERT QA model ’s exact match partial overlap accuracies,0.0,61.0,133.0,61.0,133.0,"[(61, 62), (63, 70), (79, 81), (82, 87), (88, 90), (91, 96), (97, 102), (107, 114), (115, 122), (123, 133)]",improve,0.0,134.0,141.0,134.0,141.0,"[(134, 141)]","['a', 'SciBERT', 'QA', 'model', 'exact', 'match', 'partial', 'overlap', 'accuracies']","['Adding', 'improve']",,,,,,,,,,accuracies,accuracies,"['Adding gold data representing only 0.1 % of the SQuAD data , a SciBERT - based QA model ’s exact match and overlap improve from .32 and .47 , respectively , to .42 and .57 .']",[],0,123,134,123,134,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,10,"Adding gold data representing only 0.1% of the SQuAD data, a SciBERT-based QA model’s exact match and partial overlap accuracies improve from .32 and .47, respectively, to .42 and .57.","['Adding', 'gold', 'data', 'representing', 'only', '0.1%', 'of', 'the', 'SQuAD', 'data,', 'a', 'SciBERT-based', 'QA', 'model’s', 'exact', 'match', 'and', 'partial', 'overlap', 'accuracies', 'improve', 'from', '.32', 'and', '.47,', 'respectively,', 'to', '.42', 'and', '.57.']",,,
176,We improve substantially over the state-art baseline (GROBID-quantities).,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",improve,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['improve'],,,,,,,,,,improve,improve,['We'],['substantially over the state - art baseline ( GROBID - quantities ) .'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Abstract,11,We improve substantially over the state-art baseline (GROBID-quantities).,"['We', 'improve', 'substantially', 'over', 'the', 'state-art', 'baseline', '(GROBID-quantities).']",,,
177,Automatic Construction of Measured Property Knowledge Bases through Multi-Turn Question Answering.,,,NP,"['NP', 'PP', 'PP', '.']",Automatic Construction,0.0,0.0,22.0,0.0,22.0,"[(0, 9), (10, 22)]",,,,,,,[],"['Automatic', 'Construction']",[],,,,,,,,,,Bases,Bases,['Automatic Construction of Measured Property Knowledge'],[],0,54,60,54,60,,,,,https://www.semanticscholar.org/paper/Automatic-Construction-of-Measured-Property-Bases/dd545488d4f07504f38d510205552ac849c0a4a5,20,Title,0,Automatic Construction of Measured Property Knowledge Bases through Multi-Turn Question Answering.,"['Automatic', 'Construction', 'of', 'Measured', 'Property', 'Knowledge', 'Bases', 'through', 'Multi-Turn', 'Question', 'Answering.']",,,
178,"Numerical reasoning, such as addition, subtraction, sorting and counting is a critical skill in human's reading comprehension, which has not been well considered in existing machine reading comprehension (MRC) systems.",,,S,"['NP', 'VP', '.']",Numerical reasoning,0.0,0.0,19.0,0.0,19.0,"[(0, 9), (10, 19)]",is,0.0,76.0,78.0,76.0,78.0,"[(76, 78)]","['Numerical', 'reasoning']",['is'],,,,,,,,,,skill,is skill,[],"[',', 'which has not been well considered in existing machine reading comprehension ( MRC ) systems .']",0,76,96,76,96,,,,,https://www.semanticscholar.org/paper/NumNet%3A-Machine-Reading-Comprehension-with-Ran-Lin/730043364aed106241ef18ab3e3b5e316802a254,21,Abstract,0,"Numerical reasoning, such as addition, subtraction, sorting and counting is a critical skill in human's reading comprehension, which has not been well considered in existing machine reading comprehension (MRC) systems.","['Numerical', 'reasoning,', 'such', 'as', 'addition,', 'subtraction,', 'sorting', 'and', 'counting', 'is', 'a', 'critical', 'skill', 'in', ""human's"", 'reading', 'comprehension,', 'which', 'has', 'not', 'been', 'well', 'considered', 'in', 'existing', 'machine', 'reading', 'comprehension', '(MRC)', 'systems.']",,,
179,"To address this issue, we propose a numerical MRC model named as NumNet, which utilizes a numerically-aware graph neural network to consider the comparing information and performs numerical reasoning over numbers in the question and passage.",,,S,"['S', ',', 'NP', 'VP', '.']",we,0.0,24.0,26.0,24.0,26.0,"[(24, 26)]",propose,0.0,27.0,34.0,27.0,34.0,"[(27, 34)]",['we'],"['address', 'propose']",,,,,,,,,,propose,propose,"['To', 'we', 'address this issue']","['a numerical MRC model named as NumNet , utilizes a numerically - aware graph neural network', 'which']",0,27,35,27,35,,,,,https://www.semanticscholar.org/paper/NumNet%3A-Machine-Reading-Comprehension-with-Ran-Lin/730043364aed106241ef18ab3e3b5e316802a254,21,Abstract,1,"To address this issue, we propose a numerical MRC model named as NumNet, which utilizes a numerically-aware graph neural network to consider the comparing information and performs numerical reasoning over numbers in the question and passage.","['To', 'address', 'this', 'issue,', 'we', 'propose', 'a', 'numerical', 'MRC', 'model', 'named', 'as', 'NumNet,', 'which', 'utilizes', 'a', 'numerically-aware', 'graph', 'neural', 'network', 'to', 'consider', 'the', 'comparing', 'information', 'and', 'performs', 'numerical', 'reasoning', 'over', 'numbers', 'in', 'the', 'question', 'and', 'passage.']",,,
180,Our system achieves an EM-score of 64.56 % on the,DROP,"dataset , outperforming all existing machine reading comprehension models by considering the numerical relations among numbers .",S,"['NP', 'VP', '.']",system,0.0,4.0,10.0,4.0,10.0,"[(4, 10)]",achieves outperforming,0.0,11.0,80.0,11.0,80.0,"[(11, 19), (67, 80)]",['system'],"['achieves', 'outperforming']",achieves,['Our system'],"['an EM - score of 64.56 % on the DROP dataset', '.']",-1.0,0.0,11.0,20.0,11.0,20.0,achieves,achieves,['Our system'],"['an EM - score of 64.56 % on the DROP dataset', '.']",0,11,20,11,20,outperforming,dataset,"['NOUN', 'NOUN', 'ADP']","['DROP', 'dataset', 'on']",https://www.semanticscholar.org/paper/NumNet%3A-Machine-Reading-Comprehension-with-Ran-Lin/730043364aed106241ef18ab3e3b5e316802a254,21,Abstract,2,"Our system achieves an EM-score of 64.56% on the DROP dataset, outperforming all existing machine reading comprehension models by considering the numerical relations among numbers.","['Our', 'system', 'achieves', 'an', 'EM-score', 'of', '64.56', '%', 'on', 'the', 'DROP', 'dataset', ',', 'outperforming', 'all', 'existing', 'machine', 'reading', 'comprehension', 'models', 'by', 'considering', 'the', 'numerical', 'relations', 'among', 'numbers', '.']","(10, 11)","(49, 53)",0.0
181,NumNet: Machine Reading Comprehension with Numerical Reasoning.,,,NP,"['NP', ':', 'NP', '.']",NumNet Machine Reading Comprehension,0.0,0.0,38.0,0.0,38.0,"[(0, 6), (9, 16), (17, 24), (25, 38)]",,,,,,,[],"['NumNet', 'Machine', 'Reading', 'Comprehension']",[],,,,,,,,,,NumNet,NumNet,[],"[':', 'Machine Reading Comprehension with Numerical Reasoning']",0,0,7,0,7,,,,,https://www.semanticscholar.org/paper/NumNet%3A-Machine-Reading-Comprehension-with-Ran-Lin/730043364aed106241ef18ab3e3b5e316802a254,21,Title,0,NumNet: Machine Reading Comprehension with Numerical Reasoning.,"['NumNet:', 'Machine', 'Reading', 'Comprehension', 'with', 'Numerical', 'Reasoning.']",,,
182,Recent advances in NLP demonstrate the effectiveness of training large-scale language models and transferring them to downstream tasks.,,,S,"['NP', 'VP', '.']",Recent advances,0.0,0.0,15.0,0.0,15.0,"[(0, 6), (7, 15)]",demonstrate,0.0,23.0,34.0,23.0,34.0,"[(23, 34)]","['Recent', 'advances']",['demonstrate'],,,,,,,,,,demonstrate,demonstrate,"['Recent', 'advances in NLP']","['the effectiveness of training large - scale language models and transferring them to downstream tasks', '.']",0,23,35,23,35,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,0,Recent advances in NLP demonstrate the effectiveness of training large-scale language models and transferring them to downstream tasks.,"['Recent', 'advances', 'in', 'NLP', 'demonstrate', 'the', 'effectiveness', 'of', 'training', 'large-scale', 'language', 'models', 'and', 'transferring', 'them', 'to', 'downstream', 'tasks.']",,,
183,Can fine-tuning these models on tasks other than language modeling further improve performance?,,,SQ,"['MD', 'ADVP', 'HYPH', 'S', 'VP', '.']",,,,,,,[],Can improve,0.0,0.0,84.0,0.0,84.0,"[(0, 3), (77, 84)]",[],"['Can', 'tuning', 'improve']",,,,,,,,,,tuning,Can tuning,['fine'],['these models'],0,0,18,0,18,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,1,Can fine-tuning these models on tasks other than language modeling further improve performance?,"['Can', 'fine-tuning', 'these', 'models', 'on', 'tasks', 'other', 'than', 'language', 'modeling', 'further', 'improve', 'performance?']",,,
184,"In this paper, we conduct an extensive study of the transferability between 33 NLP tasks across three broad classes of problems (text classification, question answering, and sequence labeling).",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,"[(16, 18)]",conduct,0.0,19.0,26.0,19.0,26.0,"[(19, 26)]",['we'],['conduct'],,,,,,,,,,question,question,"['In this paper , we conduct an extensive study of the transferability between 33 NLP tasks across', 'three broad classes of', 'problems ( text classification', ',']","['answering', ', and sequence labeling )', '.']",0,153,162,153,162,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,2,"In this paper, we conduct an extensive study of the transferability between 33 NLP tasks across three broad classes of problems (text classification, question answering, and sequence labeling).","['In', 'this', 'paper,', 'we', 'conduct', 'an', 'extensive', 'study', 'of', 'the', 'transferability', 'between', '33', 'NLP', 'tasks', 'across', 'three', 'broad', 'classes', 'of', 'problems', '(text', 'classification,', 'question', 'answering,', 'and', 'sequence', 'labeling).']",,,
185,"Our results show that transfer learning is more beneficial than previously thought , especially when target task data is scarce , and can improve performance even when the source task is small or differs substantially from the target task ( e.g. , part-of-speech tagging transfers well to the",DROP,QA dataset ) .,S,"['NP', 'VP', '.']",results,0.0,4.0,11.0,4.0,11.0,"[(4, 11)]",show,0.0,12.0,16.0,12.0,16.0,"[(12, 16)]",['results'],['show'],improve,[],"['performance', 'substantially from the target task ( e.g. , part - of - speech tagging transfers well to the DROP QA dataset ) .']",-1.0,0.0,138.0,146.0,138.0,146.0,results,results,['Our'],"['show that transfer learning is more beneficial than previously thought , especially when target task data is scarce , and can improve performance even when the source task is small or differs substantially from the target task ( e.g. , part - of - speech tagging transfers well to the DROP QA dataset ) .']",0,4,12,4,12,,QA,"['NOUN', 'PUNCT', 'ADP']","['DROP', ')', 'to']",https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,3,"Our results show that transfer learning is more beneficial than previously thought, especially when target task data is scarce, and can improve performance even when the source task is small or differs substantially from the target task (e.g., part-of-speech tagging transfers well to the DROP QA dataset).","['Our', 'results', 'show', 'that', 'transfer', 'learning', 'is', 'more', 'beneficial', 'than', 'previously', 'thought', ',', 'especially', 'when', 'target', 'task', 'data', 'is', 'scarce', ',', 'and', 'can', 'improve', 'performance', 'even', 'when', 'the', 'source', 'task', 'is', 'small', 'or', 'differs', 'substantially', 'from', 'the', 'target', 'task', '(', 'e.g.', ',', 'part-of-speech', 'tagging', 'transfers', 'well', 'to', 'the', 'DROP', 'QA', 'dataset', ')', '.']","(48, 49)","(292, 296)",0.0
186,"We also develop task embeddings that can be used to predict the most transferable source tasks for a given target task, and we validate their effectiveness in experiments controlled for source and target data size.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],and,0.0,121.0,124.0,121.0,124.0,"[(121, 124)]","['We', 'we']","['develop', 'validate']",,,,,,,,,,develop,develop,['We'],"['task embeddings', 'that can be used to predict the most transferable source tasks for a given target task , and we validate their effectiveness in experiments controlled for source and target data size']",0,8,16,8,16,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,4,"We also develop task embeddings that can be used to predict the most transferable source tasks for a given target task, and we validate their effectiveness in experiments controlled for source and target data size.","['We', 'also', 'develop', 'task', 'embeddings', 'that', 'can', 'be', 'used', 'to', 'predict', 'the', 'most', 'transferable', 'source', 'tasks', 'for', 'a', 'given', 'target', 'task,', 'and', 'we', 'validate', 'their', 'effectiveness', 'in', 'experiments', 'controlled', 'for', 'source', 'and', 'target', 'data', 'size.']",,,
187,"Overall, our experiments reveal that factors such as source data size, task and domain similarity, and task complexity all play a role in determining transferability.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",experiments,0.0,14.0,25.0,14.0,25.0,"[(14, 25)]",reveal,0.0,26.0,32.0,26.0,32.0,"[(26, 32)]",['experiments'],['reveal'],,,,,,,,,,reveal,reveal,['our experiments'],[],0,26,33,26,33,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Abstract,5,"Overall, our experiments reveal that factors such as source data size, task and domain similarity, and task complexity all play a role in determining transferability.","['Overall,', 'our', 'experiments', 'reveal', 'that', 'factors', 'such', 'as', 'source', 'data', 'size,', 'task', 'and', 'domain', 'similarity,', 'and', 'task', 'complexity', 'all', 'play', 'a', 'role', 'in', 'determining', 'transferability.']",,,
188,Exploring and Predicting Transferability across NLP Tasks.,,,S,"['S', 'PP', '.']",,,,,,,[],,,,,,,[],[],['Exploring'],,,,,,,,,,Transferability,Transferability,['Exploring and Predicting'],[],0,25,41,25,41,,,,,https://www.semanticscholar.org/paper/Exploring-and-Predicting-Transferability-across-NLP-Vu-Wang/ee026b977120087c76819959649e1d4fd42510f0,22,Title,0,Exploring and Predicting Transferability across NLP Tasks.,"['Exploring', 'and', 'Predicting', 'Transferability', 'across', 'NLP', 'Tasks.']",,,
189,"Neural module networks (NMNs) are a popular approach for modeling compositionality: they achieve high accuracy when applied to problems in language and vision, while reflecting the compositional structure of the problem in the network architecture.",,,S,"['S', ':', 'S', '.']",,,,,,,[],,,,,,,[],"['Neural', 'module', 'networks', 'NMNs', 'they']","['are', 'achieve']",,,,,,,,,,),),"['(', 'NMNs']",[],0,30,32,30,32,,,,,https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Abstract,0,"Neural module networks (NMNs) are a popular approach for modeling compositionality: they achieve high accuracy when applied to problems in language and vision, while reflecting the compositional structure of the problem in the network architecture.","['Neural', 'module', 'networks', '(NMNs)', 'are', 'a', 'popular', 'approach', 'for', 'modeling', 'compositionality:', 'they', 'achieve', 'high', 'accuracy', 'when', 'applied', 'to', 'problems', 'in', 'language', 'and', 'vision,', 'while', 'reflecting', 'the', 'compositional', 'structure', 'of', 'the', 'problem', 'in', 'the', 'network', 'architecture.']",,,
190,"However, prior work implicitly assumed that the structure of the network modules, describing the abstract reasoning process, provides a faithful explanation of the model's reasoning; that is, that all modules perform their intended behaviour.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",prior,0.0,10.0,15.0,10.0,15.0,"[(10, 15)]",assumed,0.0,32.0,39.0,32.0,39.0,"[(32, 39)]",['prior'],['assumed'],,,,,,,,,,assumed,assumed,"['However', ',', 'implicitly']",[],0,32,40,32,40,,,,,https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Abstract,1,"However, prior work implicitly assumed that the structure of the network modules, describing the abstract reasoning process, provides a faithful explanation of the model's reasoning; that is, that all modules perform their intended behaviour.","['However,', 'prior', 'work', 'implicitly', 'assumed', 'that', 'the', 'structure', 'of', 'the', 'network', 'modules,', 'describing', 'the', 'abstract', 'reasoning', 'process,', 'provides', 'a', 'faithful', 'explanation', 'of', 'the', ""model's"", 'reasoning;', 'that', 'is,', 'that', 'all', 'modules', 'perform', 'their', 'intended', 'behaviour.']",,,
191,"In this work , we propose and conduct a systematic evaluation of","the intermediate outputs of NMNs on NLVR2 and DROP , two datasets which require composing multiple reasoning steps",.,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",propose and conduct,0.0,18.0,37.0,18.0,37.0,"[(18, 25), (26, 29), (30, 37)]",['we'],"['propose', 'conduct']",conduct,[],"['a systematic evaluation of the intermediate outputs of NMNs on NLVR2 and DROP , two datasets which require composing multiple reasoning steps .']",-1.0,0.0,30.0,38.0,30.0,38.0,propose,propose,"[',', 'we']",[],0,18,26,18,26,,,"['NOUN', 'ADP', 'NOUN']","['outputs', 'of', 'evaluation']",https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Abstract,2,"In this work, we propose and conduct a systematic evaluation of the intermediate outputs of NMNs on NLVR2 and DROP, two datasets which require composing multiple reasoning steps.","['In', 'this', 'work', ',', 'we', 'propose', 'and', 'conduct', 'a', 'systematic', 'evaluation', 'of', 'the', 'intermediate', 'outputs', 'of', 'NMNs', 'on', 'NLVR2', 'and', 'DROP', ',', 'two', 'datasets', 'which', 'require', 'composing', 'multiple', 'reasoning', 'steps', '.']","(12, 30)","(64, 178)",46.0
192,We find that,the intermediate outputs,"differ from the expected output , illustrating that the network structure does not provide a faithful explanation of model behaviour .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",find,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['find'],differ,['the intermediate outputs'],[],1.0,2.0,38.0,45.0,0.0,7.0,find,find,['We'],[],0,3,8,3,8,differ,differ,"['NOUN', 'VERB', 'VERB']","['outputs', 'differ', 'find']",https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Abstract,3,"We find that the intermediate outputs differ from the expected output, illustrating that the network structure does not provide a faithful explanation of model behaviour.","['We', 'find', 'that', 'the', 'intermediate', 'outputs', 'differ', 'from', 'the', 'expected', 'output', ',', 'illustrating', 'that', 'the', 'network', 'structure', 'does', 'not', 'provide', 'a', 'faithful', 'explanation', 'of', 'model', 'behaviour', '.']","(3, 6)","(12, 36)",-1.0
193,"To remedy that, we train the model with auxiliary supervision and propose particular choices for module architecture that yield much better faithfulness, at a minimal cost to accuracy.",,,S,"['S', ',', 'NP', 'VP', '.']",we,0.0,17.0,19.0,17.0,19.0,"[(17, 19)]",train and propose,0.0,20.0,74.0,20.0,74.0,"[(20, 25), (63, 66), (67, 74)]",['we'],"['remedy', 'train', 'propose']",,,,,,,,,,remedy,To remedy,[],"['we train the model with auxiliary supervision and propose particular choices for module architecture that yield much better faithfulness , at a minimal cost to accuracy .']",0,0,10,0,10,,,,,https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Abstract,4,"To remedy that, we train the model with auxiliary supervision and propose particular choices for module architecture that yield much better faithfulness, at a minimal cost to accuracy.","['To', 'remedy', 'that,', 'we', 'train', 'the', 'model', 'with', 'auxiliary', 'supervision', 'and', 'propose', 'particular', 'choices', 'for', 'module', 'architecture', 'that', 'yield', 'much', 'better', 'faithfulness,', 'at', 'a', 'minimal', 'cost', 'to', 'accuracy.']",,,
194,Obtaining Faithful Interpretations from Compositional Neural Networks.,,,S,"['VP', '.']",,,,,,,[],Obtaining,0.0,0.0,9.0,0.0,9.0,"[(0, 9)]",[],['Obtaining'],,,,,,,,,,Obtaining,Obtaining,[],['Faithful Interpretations'],0,0,10,0,10,,,,,https://www.semanticscholar.org/paper/Obtaining-Faithful-Interpretations-from-Neural-Subramanian-Bogin/e4b1b8bee66c1bb438f72b36a9d2cfefd8e105a8,23,Title,0,Obtaining Faithful Interpretations from Compositional Neural Networks.,"['Obtaining', 'Faithful', 'Interpretations', 'from', 'Compositional', 'Neural', 'Networks.']",,,
