,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,order_cluster
188,"As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and it robustly retrieves noun hypernyms , but",it,"struggles with challenging inference and role - based event prediction — and , in particular , it shows clear insensitivity to the contextual impacts of negation",S,"['PP', ',', 'NP', 'VP']",we,0.0,18.0,20.0,18.0,20.0,apply finding and but,0.0,21.0,275.0,21.0,275.0,['we'],"['apply', 'finding', 'retrieves', 'struggles']",struggles,[],[],1.0,2.0,279.0,289.0,0.0,10.0,insensitivity,insensitivity,[],[],2,389,403,110,124,struggles,struggles,"['PRON', 'VERB', 'VERB']","['it', 'struggles', 'shows']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Abstract,2,"As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation","['As', 'a', 'case', 'study', ',', 'we', 'apply', 'these', 'diagnostics', 'to', 'the', 'popular', 'BERT', 'model', ',', 'finding', 'that', 'it', 'can', 'generally', 'distinguish', 'good', 'from', 'bad', 'completions', 'involving', 'shared', 'category', 'or', 'role', 'reversal', ',', 'albeit', 'with', 'less', 'sensitivity', 'than', 'humans', ',', 'and', 'it', 'robustly', 'retrieves', 'noun', 'hypernyms', ',', 'but', 'it', 'struggles', 'with', 'challenging', 'inference', 'and', 'role', '-', 'based', 'event', 'prediction', '—', 'and', ',', 'in', 'particular', ',', 'it', 'shows', 'clear', 'insensitivity', 'to', 'the', 'contextual', 'impacts', 'of', 'negation']","(47, 48)","(275, 277)",-1.0,8.0
189,"As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and it robustly retrieves noun hypernyms , but it struggles with challenging inference and role - based event prediction — and , in particular ,",it,shows clear insensitivity to the contextual impacts of negation,S,"['PP', ',', 'NP', 'VP']",we,0.0,18.0,20.0,18.0,20.0,apply finding and but,0.0,21.0,275.0,21.0,275.0,['we'],"['apply', 'finding', 'retrieves', 'struggles']",shows,"['it', 'As a case study , we apply these diagnostics to the popular BERT model , finding that it can generally distinguish good from bad completions involving shared category or role reversal , albeit with less sensitivity than humans , and', 'robustly retrieves noun hypernyms it struggles with challenging inference and role - based event prediction — and , in particular ,']",[],1.0,2.0,377.0,383.0,0.0,6.0,insensitivity,insensitivity,[],[],2,389,403,12,26,shows,shows,"['PRON', 'VERB', 'ADJ']","['it', 'shows', 'clear']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Abstract,2,"As a case study, we apply these diagnostics to the popular BERT model, finding that it can generally distinguish good from bad completions involving shared category or role reversal, albeit with less sensitivity than humans, and it robustly retrieves noun hypernyms, but it struggles with challenging inference and role-based event prediction— and, in particular, it shows clear insensitivity to the contextual impacts of negation","['As', 'a', 'case', 'study', ',', 'we', 'apply', 'these', 'diagnostics', 'to', 'the', 'popular', 'BERT', 'model', ',', 'finding', 'that', 'it', 'can', 'generally', 'distinguish', 'good', 'from', 'bad', 'completions', 'involving', 'shared', 'category', 'or', 'role', 'reversal', ',', 'albeit', 'with', 'less', 'sensitivity', 'than', 'humans', ',', 'and', 'it', 'robustly', 'retrieves', 'noun', 'hypernyms', ',', 'but', 'it', 'struggles', 'with', 'challenging', 'inference', 'and', 'role', '-', 'based', 'event', 'prediction', '—', 'and', ',', 'in', 'particular', ',', 'it', 'shows', 'clear', 'insensitivity', 'to', 'the', 'contextual', 'impacts', 'of', 'negation']","(64, 65)","(373, 375)",-1.0,7.0
190,What,BERT,Is Not : Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models .,FRAG,"['SBAR', ':', 'NP', '.']",Lessons,2.0,19.0,26.0,9.0,16.0,,,,,,,['Lessons'],[],Is,"['What', 'BERT']","['Not', ': Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models .']",1.0,2.0,10.0,13.0,0.0,3.0,Is,Is,"['What', 'BERT']","['Not', ': Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models .']",2,10,13,0,3,Is,Is,"['PROPN', 'AUX']","['BERT', 'Is']",https://www.semanticscholar.org/paper/What-BERT-Is-Not%3A-Lessons-from-a-New-Suite-of-for-Ettinger/a0e49f65b6847437f262c59d0d399255101d0b75,23,Title,0,What BERT Is Not: Lessons from a New Suite of Psycholinguistic Diagnostics for Language Models.,"['What', 'BERT', 'Is', 'Not', ':', 'Lessons', 'from', 'a', 'New', 'Suite', 'of', 'Psycholinguistic', 'Diagnostics', 'for', 'Language', 'Models', '.']","(1, 2)","(4, 8)",0.0,113.0
191,"Language model pre - training , such as",BERT,", has achieved remarkable results in many NLP tasks .",S,"['NP', 'VP', '.']",Language model - training,0.0,0.0,29.0,0.0,29.0,has achieved,2.0,47.0,59.0,2.0,14.0,"['Language', 'model', '-', 'training']","['has', 'achieved']",pre,['model'],"['-', 'training , such as BERT ,']",-1.0,0.0,15.0,19.0,15.0,19.0,achieved,has achieved,"['Language model pre - training , such as BERT ,']",['remarkable results'],2,47,60,2,15,has,has,"['PROPN', 'SCONJ', 'ADJ']","['BERT', 'as', 'training']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,0,"Language model pre-training, such as BERT, has achieved remarkable results in many NLP tasks.","['Language', 'model', 'pre', '-', 'training', ',', 'such', 'as', 'BERT', ',', 'has', 'achieved', 'remarkable', 'results', 'in', 'many', 'NLP', 'tasks', '.']","(8, 9)","(39, 43)",0.0,168.0
192,"However, it is unclear why the pre-training-then-fine-tuning paradigm can improve performance and generalization capability across different tasks.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",it,0.0,10.0,12.0,10.0,12.0,is,0.0,13.0,15.0,13.0,15.0,['it'],['is'],,,,,,,,,,unclear,is unclear,[],[],0,13,24,13,24,,,,,https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,1,"However, it is unclear why the pre-training-then-fine-tuning paradigm can improve performance and generalization capability across different tasks.","['However,', 'it', 'is', 'unclear', 'why', 'the', 'pre-training-then-fine-tuning', 'paradigm', 'can', 'improve', 'performance', 'and', 'generalization', 'capability', 'across', 'different', 'tasks.']",,,,48.0
193,"In this paper , we propose to visualize loss landscapes and optimization trajectories of fine - tuning",BERT,on specific datasets .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,propose,0.0,19.0,26.0,19.0,26.0,['we'],"['propose', 'visualize']",tuning,['-'],['BERT on specific datasets'],-1.0,0.0,96.0,103.0,96.0,103.0,propose,propose,"[',', 'we']",['and'],0,19,27,19,27,,on,"['NOUN', 'VERB', 'ADP']","['BERT', 'tuning', 'of']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,2,"In this paper, we propose to visualize loss landscapes and optimization trajectories of fine-tuning BERT on specific datasets.","['In', 'this', 'paper', ',', 'we', 'propose', 'to', 'visualize', 'loss', 'landscapes', 'and', 'optimization', 'trajectories', 'of', 'fine', '-', 'tuning', 'BERT', 'on', 'specific', 'datasets', '.']","(17, 18)","(102, 106)",0.0,6.0
194,"First, we find that pre-training reaches a good initial point across downstream tasks, which leads to wider optima and easier optimization compared with training from scratch.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,8.0,10.0,8.0,10.0,find,0.0,11.0,15.0,11.0,15.0,['we'],['find'],,,,,,,,,,First,First,"[',']","['we find that pre - training reaches a good initial point across downstream tasks , which leads to wider optima and easier optimization compared with training from scratch .']",0,0,6,0,6,,,,,https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,3,"First, we find that pre-training reaches a good initial point across downstream tasks, which leads to wider optima and easier optimization compared with training from scratch.","['First,', 'we', 'find', 'that', 'pre-training', 'reaches', 'a', 'good', 'initial', 'point', 'across', 'downstream', 'tasks,', 'which', 'leads', 'to', 'wider', 'optima', 'and', 'easier', 'optimization', 'compared', 'with', 'training', 'from', 'scratch.']",,,,5.0
195,"We also demonstrate that the fine - tuning procedure is robust to overfitting , even though",BERT,is highly over - parameterized for downstream tasks .,S,"['NP', 'ADVP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,demonstrate,0.0,8.0,19.0,8.0,19.0,['We'],['demonstrate'],demonstrate,['We'],[],-1.0,0.0,8.0,20.0,8.0,20.0,demonstrate,demonstrate,['We'],[],0,8,20,8,20,is,is,"['PROPN', 'ADV', 'ADJ']","['BERT', 'highly', 'robust']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,4,"We also demonstrate that the fine-tuning procedure is robust to overfitting, even though BERT is highly over-parameterized for downstream tasks.","['We', 'also', 'demonstrate', 'that', 'the', 'fine', '-', 'tuning', 'procedure', 'is', 'robust', 'to', 'overfitting', ',', 'even', 'though', 'BERT', 'is', 'highly', 'over', '-', 'parameterized', 'for', 'downstream', 'tasks', '.']","(16, 17)","(91, 95)",0.0,64.0
196,"Second , the visualization results indicate that fine - tuning",BERT,"tends to generalize better because of the flat and wide optima , and the consistency between the training loss surface and the generalization error surface .",S,"['ADVP', ',', 'NP', 'VP', '.']",the visualization results,0.0,9.0,34.0,9.0,34.0,indicate,0.0,35.0,43.0,35.0,43.0,"['the', 'visualization', 'results']",['indicate'],tuning,['-'],['BERT'],-1.0,0.0,56.0,63.0,56.0,63.0,indicate,indicate,"[', the visualization results']",[],0,35,44,35,44,tends,tends,"['PROPN', 'VERB', 'VERB']","['BERT', 'tuning', 'tends']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,5,"Second, the visualization results indicate that fine-tuning BERT tends to generalize better because of the flat and wide optima, and the consistency between the training loss surface and the generalization error surface.","['Second', ',', 'the', 'visualization', 'results', 'indicate', 'that', 'fine', '-', 'tuning', 'BERT', 'tends', 'to', 'generalize', 'better', 'because', 'of', 'the', 'flat', 'and', 'wide', 'optima', ',', 'and', 'the', 'consistency', 'between', 'the', 'training', 'loss', 'surface', 'and', 'the', 'generalization', 'error', 'surface', '.']","(10, 11)","(62, 66)",0.0,104.0
197,"Third , the lower layers of",BERT,"are more invariant during fine - tuning , which suggests that the layers that are close to input learn more transferable representations of language",S,"['ADVP', ',', 'NP', 'VP']",the lower layers,0.0,8.0,24.0,8.0,24.0,are,2.0,33.0,36.0,0.0,3.0,"['the', 'lower', 'layers']",['are'],,,,,,,,,,invariant,are invariant,"['Third , the lower layers of BERT', 'more']",['which suggests that the layers that are close to input learn more transferable representations of language'],2,33,52,0,19,are,are,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'layers']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Abstract,6,"Third, the lower layers of BERT are more invariant during fine-tuning, which suggests that the layers that are close to input learn more transferable representations of language","['Third', ',', 'the', 'lower', 'layers', 'of', 'BERT', 'are', 'more', 'invariant', 'during', 'fine', '-', 'tuning', ',', 'which', 'suggests', 'that', 'the', 'layers', 'that', 'are', 'close', 'to', 'input', 'learn', 'more', 'transferable', 'representations', 'of', 'language']","(6, 7)","(27, 31)",0.0,156.0
198,Visualizing and Understanding the Effectiveness of,BERT,.,S,"['VP', '.']",,,,,,,Visualizing and Understanding,0.0,0.0,29.0,0.0,29.0,[],"['Visualizing', 'Understanding']",Understanding,[],['the Effectiveness of BERT'],-1.0,0.0,16.0,30.0,16.0,30.0,Visualizing,Visualizing,[],['Understanding the Effectiveness of BERT'],0,0,12,0,12,,,"['PROPN', 'ADP', 'PROPN']","['BERT', 'of', 'Effectiveness']",https://www.semanticscholar.org/paper/Visualizing-and-Understanding-the-Effectiveness-of-Hao-Dong/d3cacb4806886eb2fe59c90d4b6f822c24ff1822,24,Title,0,Visualizing and Understanding the Effectiveness of BERT.,"['Visualizing', 'and', 'Understanding', 'the', 'Effectiveness', 'of', 'BERT', '.']","(6, 7)","(50, 54)",0.0,
199,Data augmentation methods are often applied to prevent overfitting and improve generalization of deep neural network models.,,,S,"['NP', 'VP', '.']",Data augmentation methods,0.0,0.0,25.0,0.0,25.0,are applied,0.0,26.0,43.0,26.0,43.0,"['Data', 'augmentation', 'methods']","['are', 'applied', 'prevent', 'improve']",,,,,,,,,,are,are,['Data augmentation methods'],[],0,26,30,26,30,,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,0,Data augmentation methods are often applied to prevent overfitting and improve generalization of deep neural network models.,"['Data', 'augmentation', 'methods', 'are', 'often', 'applied', 'to', 'prevent', 'overfitting', 'and', 'improve', 'generalization', 'of', 'deep', 'neural', 'network', 'models.']",,,,114.0
200,,Recently proposed contextual augmentation,augments labeled sentences by randomly replacing words with more varied substitutions predicted by language model .,S,"['ADVP', 'VBN', 'JJ', 'NN', 'VP', '.']",contextual augmentation,1.0,18.0,41.0,18.0,41.0,proposed labeled,1.0,9.0,58.0,9.0,58.0,"['contextual', 'augmentation']","['proposed', 'labeled']",,,,,,,,,,Recently,Recently,[],"['contextual augmentation augments', 'proposed', 'labeled sentences by randomly replacing words with more varied substitutions predicted by language model .']",1,0,9,0,9,labeled,augments,['ADV'],['Recently'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,1,Recently proposed contextual augmentation augments labeled sentences by randomly replacing words with more varied substitutions predicted by language model.,"['Recently', 'proposed', 'contextual', 'augmentation', 'augments', 'labeled', 'sentences', 'by', 'randomly', 'replacing', 'words', 'with', 'more', 'varied', 'substitutions', 'predicted', 'by', 'language', 'model', '.']","(0, 4)","(0, 41)",-1.0,117.0
201,,Bidirectional Encoder Representations from Transformers ( BERT ),demonstrates that a deep bidirectional language model is more powerful than either an unidirectional language model or the shallow concatenation of a forward and backward model .,S,"['NP', 'VP', '.']",Bidirectional Encoder Representations,1.0,0.0,37.0,0.0,37.0,demonstrates,2.0,65.0,77.0,0.0,12.0,"['Bidirectional', 'Encoder', 'Representations']",['demonstrates'],,,,,,,,,,Representations,Representations,['Encoder'],[],1,22,38,22,38,demonstrates,demonstrates,['PROPN'],['Representations'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,2,Bidirectional Encoder Representations from Transformers (BERT) demonstrates that a deep bidirectional language model is more powerful than either an unidirectional language model or the shallow concatenation of a forward and backward model.,"['Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', '(', 'BERT', ')', 'demonstrates', 'that', 'a', 'deep', 'bidirectional', 'language', 'model', 'is', 'more', 'powerful', 'than', 'either', 'an', 'unidirectional', 'language', 'model', 'or', 'the', 'shallow', 'concatenation', 'of', 'a', 'forward', 'and', 'backward', 'model', '.']","(0, 8)","(0, 64)",58.0,207.0
202,We propose,a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation,.,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,propose,0.0,3.0,10.0,3.0,10.0,['We'],['propose'],propose,['We'],['a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation'],-1.0,0.0,3.0,11.0,3.0,11.0,propose,propose,['We'],['a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation'],0,3,11,3,11,,,"['NOUN', 'VERB']","['method', 'propose']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,3,We propose a novel data augmentation method for labeled sentences called conditional BERT contextual augmentation.,"['We', 'propose', 'a', 'novel', 'data', 'augmentation', 'method', 'for', 'labeled', 'sentences', 'called', 'conditional', 'BERT', 'contextual', 'augmentation', '.']","(2, 15)","(10, 112)",74.0,63.0
203,We retrofit BERT to,conditional BERT,"by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,retrofit,0.0,3.0,11.0,3.0,11.0,['We'],"['retrofit', 'introducing', 'appeared', 'indicates', 'is']",,,,,,,,,,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",2,260,266,223,229,introducing,by,"['ADP', 'NOUN', 'PUNCT']","['to', 'BERT', '.']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(4, 6)","(19, 35)",12.0,62.0
204,We retrofit,BERT,"to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,retrofit,0.0,3.0,11.0,3.0,11.0,['We'],"['retrofit', 'introducing', 'appeared', 'indicates', 'is']",,,,,,,,,,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",2,260,266,243,249,conditional,to,"['NOUN', 'PUNCT', 'PUNCT']","['BERT', '.', '”']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(2, 3)","(11, 15)",0.0,61.0
205,We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original,BERT,"paper , which indicates context - conditional , is equivalent to term “ masked language model ” .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,retrofit,0.0,3.0,11.0,3.0,11.0,['We'],"['retrofit', 'introducing', 'appeared', 'indicates', 'is']",appeared,[],['once'],-1.0,0.0,141.0,150.0,141.0,150.0,model,model,"['“', 'masked']","['We retrofit BERT to conditional BERT by introducing a new conditional masked language model ( The term “ conditional masked language model ” appeared once in original BERT paper , term ” .']",2,260,266,88,94,indicates,paper,"['PROPN', 'NOUN', 'ADP']","['BERT', 'paper', 'in']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,4,"We retrofit BERT to conditional BERT by introducing a new conditional masked language model (The term “conditional masked language model” appeared once in original BERT paper, which indicates context-conditional, is equivalent to term “masked language model”.","['We', 'retrofit', 'BERT', 'to', 'conditional', 'BERT', 'by', 'introducing', 'a', 'new', 'conditional', 'masked', 'language', 'model', '(', 'The', 'term', '“', 'conditional', 'masked', 'language', 'model', '”', 'appeared', 'once', 'in', 'original', 'BERT', 'paper', ',', 'which', 'indicates', 'context', '-', 'conditional', ',', 'is', 'equivalent', 'to', 'term', '“', 'masked', 'language', 'model', '”', '.']","(27, 28)","(166, 170)",0.0,60.0
206,"In our paper, “conditional masked language model” indicates we apply extra label-conditional constraint to the “masked language model”.)",,,S,"['PP', ',', '``', 'NP', ""''"", 'VP', '.', '-RRB-']",conditional masked language model,0.0,17.0,50.0,17.0,50.0,indicates,0.0,53.0,62.0,53.0,62.0,"['conditional', 'masked', 'language', 'model']",['indicates'],,,,,,,,,,label,label,"['In our paper , “ conditional masked language model ” indicates we apply', 'extra']","['-', 'conditional']",0,78,84,78,84,,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,5,"In our paper, “conditional masked language model” indicates we apply extra label-conditional constraint to the “masked language model”.)","['In', 'our', 'paper,', '“conditional', 'masked', 'language', 'model”', 'indicates', 'we', 'apply', 'extra', 'label-conditional', 'constraint', 'to', 'the', '“masked', 'language', 'model”.)']",,,,140.0
207,task.,,,NP,"['NN', '.']",task,0.0,0.0,4.0,0.0,4.0,,,,,,,['task'],[],,,,,,,,,,task,task,[],['.'],0,0,5,0,5,,,,,https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,6,task.,['task.'],,,,151.0
208,The well trained conditional,BERT,can be applied to enhance contextual augmentation .,S,"['NP', 'VP', '.']",The conditional BERT,0.0,0.0,33.0,0.0,33.0,can be applied,2.0,34.0,48.0,0.0,14.0,"['The', 'conditional', 'BERT']","['can', 'be', 'applied', 'enhance']",can,['The well trained conditional BERT'],[],1.0,2.0,34.0,38.0,0.0,4.0,applied,can be applied,[],['to enhance contextual augmentation'],2,34,49,0,15,be,can,"['NOUN', 'ADJ', 'VERB']","['BERT', 'conditional', 'can']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,7,The well trained conditional BERT can be applied to enhance contextual augmentation.,"['The', 'well', 'trained', 'conditional', 'BERT', 'can', 'be', 'applied', 'to', 'enhance', 'contextual', 'augmentation', '.']","(4, 5)","(28, 32)",0.0,198.0
209,Experiments on six various different text classification tasks show that,our method,can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement,S,"['NP', 'VP']",Experiments,0.0,0.0,11.0,0.0,11.0,show,0.0,63.0,67.0,63.0,67.0,['Experiments'],['show'],show,[],[],-1.0,0.0,63.0,68.0,63.0,68.0,tasks,tasks,['various different classification'],['Experiments on show that our method can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement'],0,57,63,57,63,be,can,"['NOUN', 'ADV', 'VERB']","['method', 'easily', 'show']",https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Abstract,8,Experiments on six various different text classification tasks show that our method can be easily applied to both convolutional or recurrent neural networks classifier to obtain improvement,"['Experiments', 'on', 'six', 'various', 'different', 'text', 'classification', 'tasks', 'show', 'that', 'our', 'method', 'can', 'be', 'easily', 'applied', 'to', 'both', 'convolutional', 'or', 'recurrent', 'neural', 'networks', 'classifier', 'to', 'obtain', 'improvement']","(10, 12)","(72, 82)",-1.0,108.0
210,Conditional,BERT,Contextual Augmentation .,NP,"['JJ', 'NNP', 'NNP', 'NNP', '.']",Conditional BERT Contextual Augmentation,0.0,0.0,40.0,0.0,40.0,,,,,,,"['Conditional', 'BERT', 'Contextual', 'Augmentation']",[],,,,,,,,,,BERT,BERT,[],['Contextual Augmentation'],1,12,17,0,5,,Contextual,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/Conditional-BERT-Contextual-Augmentation-Wu-Lv/188024469a2443f262b3cbb5c5d4a96851949d68,25,Title,0,Conditional BERT Contextual Augmentation.,"['Conditional', 'BERT', 'Contextual', 'Augmentation', '.']","(1, 2)","(11, 15)",0.0,212.0
211,We propose a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,propose,0.0,3.0,10.0,3.0,10.0,['We'],['propose'],,,,,,,,,,propose,propose,['We'],['a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,0,We propose a practical scheme to train a single multilingual sequence labeling model that yields state of the art results and is small and fast enough to run on a single CPU.,"['We', 'propose', 'a', 'practical', 'scheme', 'to', 'train', 'a', 'single', 'multilingual', 'sequence', 'labeling', 'model', 'that', 'yields', 'state', 'of', 'the', 'art', 'results', 'and', 'is', 'small', 'and', 'fast', 'enough', 'to', 'run', 'on', 'a', 'single', 'CPU.']",,,,59.0
212,Starting from a public multilingual,BERT,"checkpoint , our final model is 6x smaller and 27x faster , and has higher accuracy than a state-of-the-art multilingual baseline .",S,"['S', ',', 'NP', 'VP', '.']",final model,2.0,58.0,69.0,17.0,28.0,is and has,2.0,70.0,108.0,29.0,67.0,"['final', 'model']","['Starting', 'is', 'has']",Starting,[],[],-1.0,0.0,0.0,9.0,0.0,9.0,6x,is 6x,"['Starting from a public multilingual BERT checkpoint , our final model', 'and']","['smaller', 'has higher accuracy than a state - of - the - art multilingual baseline .']",2,70,76,29,35,is,checkpoint,"['PROPN', 'NOUN', 'ADP']","['BERT', 'checkpoint', 'from']",https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,1,"Starting from a public multilingual BERT checkpoint, our final model is 6x smaller and 27x faster, and has higher accuracy than a state-of-the-art multilingual baseline.","['Starting', 'from', 'a', 'public', 'multilingual', 'BERT', 'checkpoint', ',', 'our', 'final', 'model', 'is', '6x', 'smaller', 'and', '27x', 'faster', ',', 'and', 'has', 'higher', 'accuracy', 'than', 'a', 'state-of-the-art', 'multilingual', 'baseline', '.']","(5, 6)","(35, 39)",0.0,148.0
