,text,src,Type,misc,ID,ann_section,ann_source,class
5797,molecular test,0,Abstract,hl_i,24960665,test,gold,i
5798,370 RH:1 Tunisian donors,1,Abstract,ss_p,24960665,test,gold,p
5799,polymerase chain reaction - sequence-specific polymorphism ( PCR-SSP ),1,Abstract,ss_i,24960665,test,gold,i
5800,polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ),1,Abstract,ss_i,24960665,test,gold,i
5801,hybrid Rhesus box and by real time quantitative polymerase chain reaction ( RQ-PCR ),1,Abstract,ss_i,24960665,test,gold,i
5802,RHD zygosity,1,Abstract,ss_o,24960665,test,gold,o
5803,polymerase chain reaction - sequence-specific polymorphism ( PCR-SSP ),1,Abstract,ss_o,24960665,test,gold,o
5804,polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ) amplification of hybrid Rhesus box and by real time quantitative polymerase chain reaction ( RQ-PCR ) specific for RHD exon 5 .,1,Abstract,ss_o,24960665,test,gold,o
5805,370 RH:1 Tunisian donors,1,Abstract,hl_p,24960665,test,gold,p
5806,polymerase chain reaction - restriction fragment length polymorphism ( PCR-RFLP ),1,Abstract,hl_i,24960665,test,gold,i
5807,real time quantitative polymerase chain reaction ( RQ-PCR ),1,Abstract,hl_i,24960665,test,gold,i
5808,molecular tests,2,Abstract,ss_i,24960665,test,gold,i
5809,PCR,2,Abstract,ss_i,24960665,test,gold,i
5810,370 donors,3,Abstract,ss_p,24960665,test,gold,p
5811,370 donors,3,Abstract,hl_p,24960665,test,gold,p
5812,RQ-PCR .,4,Abstract,ss_i,24960665,test,gold,i
5813,Positive predictive values,4,Abstract,ss_o,24960665,test,gold,o
5814,Positive predictive values,4,Abstract,hl_o,24960665,test,gold,o
5815,"PCR-SSP , PCR-RFLP and RQ-PCR",5,Abstract,ss_i,24960665,test,gold,i
5816,Negative predictive values,5,Abstract,ss_o,24960665,test,gold,o
5817,Negative predictive values,5,Abstract,hl_o,24960665,test,gold,o
5818,Rhesus box polymorphisms,6,Abstract,ss_o,24960665,test,gold,o
5819,RHD alleles :,6,Abstract,ss_o,24960665,test,gold,o
5820,Rhesus box polymorphisms,6,Abstract,hl_o,24960665,test,gold,o
5821,RHD alleles :,6,Abstract,hl_o,24960665,test,gold,o
5822,Tunisians .,7,Abstract,ss_p,24960665,test,gold,p
5823,RQ-PCR,7,Abstract,ss_i,24960665,test,gold,i
5824,paternal RHD zygosity,7,Abstract,ss_o,24960665,test,gold,o
5825,RQ-PCR,7,Abstract,hl_i,24960665,test,gold,i
5826,PCR-RFLP,8,Abstract,ss_i,24960665,test,gold,i
5827,PCR-RFLP,8,Abstract,ss_o,24960665,test,gold,o
5828,PCR-RFLP,8,Abstract,hl_i,24960665,test,gold,i
5829,Tunisians :,0,Title,ss_p,24960665,test,gold,p
5830,molecular tests .,0,Title,ss_i,24960665,test,gold,i
5831,Paternal RHD zygosity,0,Title,ss_o,24960665,test,gold,o
5832,Tunisians :,0,Title,hl_p,24960665,test,gold,p
5833,children with autism spectrum disorders ( ASDs ),0,Abstract,ss_p,24989854,test,gold,p
5834,Social skills training ( SST ),0,Abstract,ss_i,24989854,test,gold,i
5835,social and communication skills .,0,Abstract,ss_o,24989854,test,gold,o
5836,children with autism spectrum disorders ( ASDs ),0,Abstract,hl_p,24989854,test,gold,p
5837,Social skills training ( SST ),0,Abstract,hl_i,24989854,test,gold,i
5838,children with ASD,1,Abstract,ss_p,24989854,test,gold,p
5839,SSTs,1,Abstract,ss_i,24989854,test,gold,i
5840,effectiveness,1,Abstract,ss_o,24989854,test,gold,o
5841,children with ASD,1,Abstract,hl_p,24989854,test,gold,p
5842,SSTs,1,Abstract,hl_i,24989854,test,gold,i
5843,long term outcome,2,Abstract,ss_o,24989854,test,gold,o
5844,generalization of learned skills,2,Abstract,ss_o,24989854,test,gold,o
5845,SST,3,Abstract,ss_i,24989854,test,gold,i
5846,effectiveness,3,Abstract,ss_o,24989854,test,gold,o
5847,generalization of learned social skills to daily life .,3,Abstract,ss_o,24989854,test,gold,o
5848,SST,3,Abstract,hl_i,24989854,test,gold,i
5849,SST,4,Abstract,ss_i,24989854,test,gold,i
5850,treatment efficacy,4,Abstract,ss_o,24989854,test,gold,o
5851,generalization of learned skills to daily life .,4,Abstract,ss_o,24989854,test,gold,o
5852,SST,4,Abstract,hl_i,24989854,test,gold,i
5853,120 participants with ASD at the end of primary school ( 10-12 years of calendar age ),5,Abstract,ss_p,24989854,test,gold,p
5854,"SST , SST-PTI ( SST with Parent & Teacher Involvement )",5,Abstract,ss_i,24989854,test,gold,i
5855,care-as-usual .,5,Abstract,ss_i,24989854,test,gold,i
5856,120 participants with ASD at the end of primary school,5,Abstract,hl_p,24989854,test,gold,p
5857,10-12 years of calendar age,5,Abstract,hl_p,24989854,test,gold,p
5858,"SST , SST-PTI ( SST with Parent & Teacher Involvement )",5,Abstract,hl_i,24989854,test,gold,i
5859,care-as-usual .,5,Abstract,hl_i,24989854,test,gold,i
5860,SST,6,Abstract,ss_i,24989854,test,gold,i
5861,SST,6,Abstract,hl_i,24989854,test,gold,i
5862,SST-PTI,7,Abstract,ss_i,24989854,test,gold,i
5863,SST-PTI,7,Abstract,hl_i,24989854,test,gold,i
5865,socialization,9,Abstract,ss_o,24989854,test,gold,o
5866,adaptive functioning .,9,Abstract,ss_o,24989854,test,gold,o
5867,socialization,9,Abstract,hl_o,24989854,test,gold,o
5868,SST,10,Abstract,ss_i,24989854,test,gold,i
5869,specific social skills,10,Abstract,ss_o,24989854,test,gold,o
5870,general social skills,10,Abstract,ss_o,24989854,test,gold,o
5871,SST,10,Abstract,hl_i,24989854,test,gold,i
5872,specific social skills,10,Abstract,hl_o,24989854,test,gold,o
5873,general social skills,10,Abstract,hl_o,24989854,test,gold,o
5874,possible predictors of treatment outcome,11,Abstract,ss_o,24989854,test,gold,o
5875,Dutch children with ASD in a specific age range ( 10-12 years ) .,12,Abstract,ss_p,24989854,test,gold,p
5876,SST,12,Abstract,ss_i,24989854,test,gold,i
5877,Dutch children with ASD in a specific age range ( 10-12 years ) .,12,Abstract,hl_p,24989854,test,gold,p
5878,SST,12,Abstract,hl_i,24989854,test,gold,i
5879,generalization,13,Abstract,ss_o,24989854,test,gold,o
5880,efficacy,13,Abstract,ss_o,24989854,test,gold,o
5882,preadolescent children with autism spectrum disorders :,0,Title,ss_p,24989854,test,gold,p
5883,social skills training,0,Title,ss_i,24989854,test,gold,i
5884,preadolescent children,0,Title,hl_p,24989854,test,gold,p
5885,autism spectrum disorders,0,Title,hl_p,24989854,test,gold,p
5886,social skills training,0,Title,hl_i,24989854,test,gold,i
5887,heptavalent conjugate vaccine ( PCV7-TT ),0,Abstract,ss_i,25068497,test,gold,i
5888,heptavalent conjugate vaccine ( PCV7-TT ),0,Abstract,hl_i,25068497,test,gold,i
5889,PCV7-TT,1,Abstract,ss_i,25068497,test,gold,i
5890,PCV7-TT,1,Abstract,hl_i,25068497,test,gold,i
5892,in 4-5-year-old children,3,Abstract,ss_p,25068497,test,gold,p
5893,of PCV7-TT,3,Abstract,ss_i,25068497,test,gold,i
5894,children .,3,Abstract,ss_i,25068497,test,gold,i
5895,the safety,3,Abstract,ss_o,25068497,test,gold,o
5896,the immunogenicity,3,Abstract,ss_o,25068497,test,gold,o
5897,4-5-year-old children,3,Abstract,hl_p,25068497,test,gold,p
5898,PCV7-TT,3,Abstract,hl_i,25068497,test,gold,i
5899,safety,3,Abstract,hl_o,25068497,test,gold,o
5900,immunogenicity,3,Abstract,hl_o,25068497,test,gold,o
5901,PCV7-TT,4,Abstract,ss_i,25068497,test,gold,i
5902,as Synflorix,4,Abstract,ss_i,25068497,test,gold,i
5903,well tolerated,4,Abstract,ss_o,25068497,test,gold,o
5904,as safe,4,Abstract,ss_o,25068497,test,gold,o
5905,PCV7-TT,4,Abstract,hl_i,25068497,test,gold,i
5906,Synflorix,4,Abstract,hl_i,25068497,test,gold,i
5907,in PCV7-TT,5,Abstract,ss_i,25068497,test,gold,i
5908,of IgG GMC and OPA GMT,5,Abstract,ss_o,25068497,test,gold,o
5909,PCV7-TT,5,Abstract,hl_i,25068497,test,gold,i
5910,IgG GMC,5,Abstract,hl_o,25068497,test,gold,o
5911,OPA GMT,5,Abstract,hl_o,25068497,test,gold,o
5912,of PCV7-TT,6,Abstract,ss_i,25068497,test,gold,i
5913,PCV7-TT,6,Abstract,hl_i,25068497,test,gold,i
5915,Cuban pneumococcal conjugate vaccine candidate in healthy children :,0,Title,ss_p,25068497,test,gold,p
5916,Cuban pneumococcal conjugate vaccine,0,Title,ss_i,25068497,test,gold,i
5917,Safety,0,Title,ss_o,25068497,test,gold,o
5918,preliminary immunogenicity,0,Title,ss_o,25068497,test,gold,o
5919,healthy children,0,Title,hl_p,25068497,test,gold,p
5920,Cuban pneumococcal conjugate vaccine,0,Title,hl_i,25068497,test,gold,i
5921,Safety,0,Title,hl_o,25068497,test,gold,o
5922,preliminary immunogenicity,0,Title,hl_o,25068497,test,gold,o
5923,children and adolescents with both ASD and attention-deficit/hyperactivity disorder ( ADHD ) .,0,Abstract,ss_p,25369243,test,gold,p
5924,atomoxetine,0,Abstract,ss_i,25369243,test,gold,i
5925,effects,0,Abstract,ss_o,25369243,test,gold,o
5926,children and adolescents,0,Abstract,hl_p,25369243,test,gold,p
5927,ASD and attention-deficit/hyperactivity disorder ( ADHD ),0,Abstract,hl_p,25369243,test,gold,p
5928,atomoxetine,0,Abstract,hl_i,25369243,test,gold,i
5929,"97 patients 6-17 years of age , with ASD and ADHD",1,Abstract,ss_p,25369243,test,gold,p
5930,of atomoxetine,1,Abstract,ss_i,25369243,test,gold,i
5931,double-blind placebo-controlled,1,Abstract,ss_i,25369243,test,gold,i
5932,97,1,Abstract,hl_p,25369243,test,gold,p
5933,6-17 years of age,1,Abstract,hl_p,25369243,test,gold,p
5934,ASD and ADHD,1,Abstract,hl_p,25369243,test,gold,p
5935,atomoxetine,1,Abstract,hl_i,25369243,test,gold,i
5936,placebo-controlled,1,Abstract,hl_i,25369243,test,gold,i
5937,"measures , the Aberrant Behavior Checklist ( ABC ) and the Children 's Social Behavior Questionnaire ( CSBQ )",2,Abstract,ss_o,25369243,test,gold,o
5938,"treatment , atomoxetine",3,Abstract,ss_i,25369243,test,gold,i
5939,"the ABC subscales Hyperactivity , Inappropriate Speech , and Stereotypic Behavior",3,Abstract,ss_o,25369243,test,gold,o
5940,the CSBQ subscale Fear for Changes,3,Abstract,ss_o,25369243,test,gold,o
5941,atomoxetine,3,Abstract,hl_i,25369243,test,gold,i
5942,ABC subscales Hyperactivity,3,Abstract,hl_o,25369243,test,gold,o
5943,Inappropriate Speech,3,Abstract,hl_o,25369243,test,gold,o
5944,Stereotypic Behavior,3,Abstract,hl_o,25369243,test,gold,o
5945,CSBQ subscale Fear for Changes,3,Abstract,hl_o,25369243,test,gold,o
5946,of atomoxetine,4,Abstract,ss_i,25369243,test,gold,i
5947,"However , atomoxetine",5,Abstract,ss_i,25369243,test,gold,i
5948,ameliorate restricted and stereotyped behaviors and communication,5,Abstract,ss_o,25369243,test,gold,o
5949,atomoxetine,5,Abstract,hl_i,25369243,test,gold,i
5950,stereotyped behaviors,5,Abstract,hl_o,25369243,test,gold,o
5951,communication,5,Abstract,hl_o,25369243,test,gold,o
5953,autism spectrum disorder :,0,Title,ss_p,25369243,test,gold,p
5954,Atomoxetine,0,Title,ss_i,25369243,test,gold,i
5955,social functioning ;,0,Title,ss_o,25369243,test,gold,o
5956,"stereotyped behaviors , inappropriate speech , and fear of change .",0,Title,ss_o,25369243,test,gold,o
5957,autism spectrum disorder :,0,Title,hl_p,25369243,test,gold,p
5958,Atomoxetine,0,Title,hl_i,25369243,test,gold,i
5959,social functioning ;,0,Title,hl_o,25369243,test,gold,o
5960,stereotyped behaviors,0,Title,hl_o,25369243,test,gold,o
5961,inappropriate speech,0,Title,hl_o,25369243,test,gold,o
5962,fear of change,0,Title,hl_o,25369243,test,gold,o
5964,text messaging,1,Abstract,ss_i,25479285,test,gold,i
5965,adherence to cardiovascular disease preventive treatment .,1,Abstract,ss_o,25479285,test,gold,o
5966,text messaging,1,Abstract,hl_i,25479285,test,gold,i
5967,adherence,1,Abstract,hl_o,25479285,test,gold,o
5968,303 patients taking blood pressure and/or lipid-lowering medications,2,Abstract,ss_p,25479285,test,gold,p
5969,text messages ( Text,2,Abstract,ss_i,25479285,test,gold,i
5970,not being sent them ( No text,2,Abstract,ss_i,25479285,test,gold,i
5971,303 patients taking blood pressure and/or lipid-lowering medications,2,Abstract,hl_p,25479285,test,gold,p
5972,text messages ( Text,2,Abstract,hl_i,25479285,test,gold,i
5973,not being sent them,2,Abstract,hl_i,25479285,test,gold,i
5975,text,4,Abstract,ss_i,25479285,test,gold,i
5976,use of medication,5,Abstract,ss_o,25479285,test,gold,o
5978,prescribed regimen,7,Abstract,ss_o,25479285,test,gold,o
5979,Text,8,Abstract,ss_i,25479285,test,gold,i
5980,adherence,8,Abstract,ss_o,25479285,test,gold,o
5981,Text,8,Abstract,hl_i,25479285,test,gold,i
5982,adherence,8,Abstract,hl_o,25479285,test,gold,o
5983,texts,9,Abstract,ss_i,25479285,test,gold,i
5984,stopped taking medication,9,Abstract,ss_o,25479285,test,gold,o
5985,text messaging,10,Abstract,ss_i,25479285,test,gold,i
5986,no text messaging .,10,Abstract,ss_i,25479285,test,gold,i
5987,medication adherence,10,Abstract,ss_o,25479285,test,gold,o
5988,taking blood pressure or lipid-lowering treatment for the prevention of cardiovascular disease,10,Abstract,hl_p,25479285,test,gold,p
5989,text messaging,10,Abstract,hl_i,25479285,test,gold,i
5990,no text messaging .,10,Abstract,hl_i,25479285,test,gold,i
5991,medication adherence,10,Abstract,hl_o,25479285,test,gold,o
5993,cardiovascular preventive treatment,0,Title,ss_p,25479285,test,gold,p
5994,text messaging,0,Title,ss_i,25479285,test,gold,i
5995,adherence to cardiovascular preventive treatment,0,Title,ss_o,25479285,test,gold,o
5996,adherence,0,Title,hl_o,25479285,test,gold,o
5999,training,2,Abstract,ss_i,25784723,test,gold,i
6000,regional ventricular performance,2,Abstract,ss_o,25784723,test,gold,o
6001,training,2,Abstract,hl_i,25784723,test,gold,i
6002,patients with corrected tetralogy of Fallot .,3,Abstract,ss_p,25784723,test,gold,p
6003,exercise training program,3,Abstract,ss_i,25784723,test,gold,i
6004,adverse changes of regional ventricular performance,3,Abstract,ss_o,25784723,test,gold,o
6005,patients with corrected tetralogy of Fallot .,3,Abstract,hl_p,25784723,test,gold,p
6006,exercise training program,3,Abstract,hl_i,25784723,test,gold,i
6007,patients with tetralogy of Fallot aged 10 to 25 years .,4,Abstract,ss_p,25784723,test,gold,p
6008,patients with tetralogy of Fallot aged 10 to 25 years,4,Abstract,hl_p,25784723,test,gold,p
6009,exercise training program,5,Abstract,ss_i,25784723,test,gold,i
6010,exercise training program,5,Abstract,hl_i,25784723,test,gold,i
6011,"cardiopulmonary exercise tests , MRI , and echocardiography , including tissue-Doppler imaging",6,Abstract,ss_o,25784723,test,gold,o
6012,"cardiopulmonary exercise tests , MRI , and echocardiography , including tissue-Doppler imaging",6,Abstract,hl_o,25784723,test,gold,o
6013,exercise,7,Abstract,ss_i,25784723,test,gold,i
6014,control,7,Abstract,ss_i,25784723,test,gold,i
6015,exercise,7,Abstract,hl_i,25784723,test,gold,i
6016,control,7,Abstract,hl_i,25784723,test,gold,i
6017,exercise,8,Abstract,ss_i,25784723,test,gold,i
6018,exercise,8,Abstract,hl_i,25784723,test,gold,i
6019,exercise,9,Abstract,ss_i,25784723,test,gold,i
6020,control,9,Abstract,ss_i,25784723,test,gold,i
6021,exercise,9,Abstract,ss_i,25784723,test,gold,i
6022,cm/s ; control,9,Abstract,ss_i,25784723,test,gold,i
6023,A ' exercise,9,Abstract,ss_i,25784723,test,gold,i
6024,m/s ; control,9,Abstract,ss_i,25784723,test,gold,i
6025,Change in tissue-Doppler imaging parameters,9,Abstract,ss_o,25784723,test,gold,o
6026,exercise,9,Abstract,hl_i,25784723,test,gold,i
6027,control,9,Abstract,hl_i,25784723,test,gold,i
6028,Change in tissue-Doppler imaging parameters,9,Abstract,hl_o,25784723,test,gold,o
6029,training in children and young adults with repaired tetralogy of Fallot,10,Abstract,ss_p,25784723,test,gold,p
6030,dynamic exercise training,10,Abstract,ss_i,25784723,test,gold,i
6031,that regional ventricular performance,10,Abstract,ss_o,25784723,test,gold,o
6032,exercise training,10,Abstract,hl_i,25784723,test,gold,i
6036,children and young adults after repair of tetralogy of Fallot :,0,Title,ss_p,25784723,test,gold,p
6037,exercise training,0,Title,ss_i,25784723,test,gold,i
6038,children and young adults after repair of tetralogy of Fallot,0,Title,hl_p,25784723,test,gold,p
6039,exercise training,0,Title,hl_i,25784723,test,gold,i
6040,patients with rheumatoid arthritis ( RA ),0,Abstract,ss_p,25885649,test,gold,p
6041,RA patients ',0,Abstract,ss_p,25885649,test,gold,p
6042,physical activity ( PA ),0,Abstract,ss_i,25885649,test,gold,i
6043,PA,0,Abstract,ss_i,25885649,test,gold,i
6044,agreement,0,Abstract,ss_o,25885649,test,gold,o
6045,subjective ( assessed via the International Physical Activity Questionnaire ; IPAQ ) and objective ( accelerometry ; GT3X ) physical activity ( PA ) levels,0,Abstract,ss_o,25885649,test,gold,o
6046,associations,0,Abstract,ss_o,25885649,test,gold,o
6047,subjective and objective PA,0,Abstract,ss_o,25885649,test,gold,o
6048,scores on the maximal oxygen uptake test ( VO2max ) .,0,Abstract,ss_o,25885649,test,gold,o
6049,patients with rheumatoid arthritis ( RA ),0,Abstract,hl_p,25885649,test,gold,p
6050,International Physical Activity Questionnaire ; IPAQ ),0,Abstract,hl_o,25885649,test,gold,o
6051,GT3X ) physical activity ( PA ),0,Abstract,hl_o,25885649,test,gold,o
6052,maximal oxygen uptake test ( VO2max ),0,Abstract,hl_o,25885649,test,gold,o
6053,IPAQ and VO2max test .,1,Abstract,ss_o,25885649,test,gold,o
6054,IPAQ,1,Abstract,hl_o,25885649,test,gold,o
6055,VO2max,1,Abstract,hl_o,25885649,test,gold,o
6056,PA,2,Abstract,ss_i,25885649,test,gold,i
6057,Bland-Altman plot,2,Abstract,ss_o,25885649,test,gold,o
6058,agreement,2,Abstract,ss_o,25885649,test,gold,o
6059,Wilcoxon test,2,Abstract,ss_o,25885649,test,gold,o
6060,PA,3,Abstract,ss_i,25885649,test,gold,i
6061,association between the PA measurement and VO2max test was examined via the correlations and the magnitude was presented by the Steiger 's Z value .,3,Abstract,ss_o,25885649,test,gold,o
6062,PA,3,Abstract,hl_i,25885649,test,gold,i
6063,PA measurement,3,Abstract,hl_o,25885649,test,gold,o
6064,VO2max,3,Abstract,hl_o,25885649,test,gold,o
6065,"Sixty-eight RA patients ( age=55±13 years , body mass index : 27.8±5.4 kg/m2 , median of disease duration=5 ( 2-8 ) yrs )",4,Abstract,ss_p,25885649,test,gold,p
6066,Sixty-eight RA,4,Abstract,hl_p,25885649,test,gold,p
6067,age=55±13 years,4,Abstract,hl_p,25885649,test,gold,p
6068,when PA,5,Abstract,ss_i,25885649,test,gold,i
6069,the subjective and objective measures,5,Abstract,ss_o,25885649,test,gold,o
6070,level .,5,Abstract,ss_o,25885649,test,gold,o
6071,PA,5,Abstract,hl_o,25885649,test,gold,o
6072,Wilcoxon tests,6,Abstract,ss_o,25885649,test,gold,o
6073,in sedentary behaviours,6,Abstract,ss_o,25885649,test,gold,o
6074,and light PA,6,Abstract,ss_o,25885649,test,gold,o
6075,more moderate PA,6,Abstract,ss_o,25885649,test,gold,o
6076,sedentary behaviours,6,Abstract,hl_o,25885649,test,gold,o
6077,light PA,6,Abstract,hl_o,25885649,test,gold,o
6078,all PA,7,Abstract,ss_i,25885649,test,gold,i
6079,between VO2max,7,Abstract,ss_o,25885649,test,gold,o
6080,from accelerometry,7,Abstract,ss_o,25885649,test,gold,o
6081,to sedentary time ( ST ),7,Abstract,ss_o,25885649,test,gold,o
6082,P=.04 ) .,7,Abstract,ss_o,25885649,test,gold,o
6083,VO2max,7,Abstract,hl_o,25885649,test,gold,o
6084,PA levels,7,Abstract,hl_o,25885649,test,gold,o
6085,sedentary time,7,Abstract,hl_o,25885649,test,gold,o
6086,moderate PA,8,Abstract,ss_i,25885649,test,gold,i
6087,IPAQ-reported moderate PA and MVPA,8,Abstract,ss_o,25885649,test,gold,o
6088,with maxV02,8,Abstract,ss_o,25885649,test,gold,o
6089,IPAQ-reported,8,Abstract,hl_o,25885649,test,gold,o
6090,PA,8,Abstract,hl_o,25885649,test,gold,o
6091,MVPA,8,Abstract,hl_o,25885649,test,gold,o
6092,the IPAQ-VO2 max and GT3X-VO2 max,9,Abstract,ss_o,25885649,test,gold,o
6093,IPAQ-VO2 max,9,Abstract,hl_o,25885649,test,gold,o
6094,GT3X-VO2 max,9,Abstract,hl_o,25885649,test,gold,o
6095,intensity PA,10,Abstract,ss_i,25885649,test,gold,i
6096,the IPAQ,10,Abstract,ss_o,25885649,test,gold,o
6097,less sedentary,10,Abstract,ss_o,25885649,test,gold,o
6098,intensity PA,10,Abstract,ss_o,25885649,test,gold,o
6099,assessed .,10,Abstract,ss_o,25885649,test,gold,o
6100,all PA,11,Abstract,ss_i,25885649,test,gold,i
6101,Accelerometry,11,Abstract,ss_o,25885649,test,gold,o
6102,with VO2max,11,Abstract,ss_o,25885649,test,gold,o
6103,and MPVA,12,Abstract,ss_o,25885649,test,gold,o
6104,with VO2max,12,Abstract,ss_o,25885649,test,gold,o
6105,in people with RA,13,Abstract,ss_p,25885649,test,gold,p
6106,self-reported PA,13,Abstract,ss_i,25885649,test,gold,i
6107,self-reported PA and ST,13,Abstract,ss_o,25885649,test,gold,o
6108,with accelerometry,13,Abstract,ss_o,25885649,test,gold,o
6111,rheumatoid arthritis patients .,0,Title,ss_p,25885649,test,gold,p
6112,physical activity,0,Title,ss_i,25885649,test,gold,i
6113,physical activity,0,Title,ss_o,25885649,test,gold,o
6114,rheumatoid arthritis patients .,0,Title,hl_p,25885649,test,gold,p
6115,faecal occult blood testing ( FOBT ),0,Abstract,ss_o,25886492,test,gold,o
6117,tailored computerised decision support,2,Abstract,ss_i,25886492,test,gold,i
6118,non-tailored computer or paper information .,2,Abstract,ss_i,25886492,test,gold,i
6119,tailored computerised decision support,2,Abstract,hl_i,25886492,test,gold,i
6120,FOBT return,3,Abstract,ss_o,25886492,test,gold,o
6121,FOBT return,3,Abstract,hl_o,25886492,test,gold,o
6122,on movement in decision to screen,4,Abstract,ss_o,25886492,test,gold,o
6123,on psychological variables,4,Abstract,ss_o,25886492,test,gold,o
6124,"trial invited 25,511 people aged 50-74 years",5,Abstract,ss_p,25886492,test,gold,p
6125,"25,511",5,Abstract,hl_p,25886492,test,gold,p
6126,aged 50-74,5,Abstract,hl_p,25886492,test,gold,p
6127,"assigned to Tailored Personalised Decision Support ( TPDS ) , Non-Tailored PDS ( NTPDS ) , or Control",6,Abstract,ss_i,25886492,test,gold,i
6128,sample ) .,6,Abstract,ss_i,25886492,test,gold,i
6129,Tailored Personalised Decision Support ( TPDS ),6,Abstract,hl_i,25886492,test,gold,i
6130,Non-Tailored PDS ( NTPDS ),6,Abstract,hl_i,25886492,test,gold,i
6131,Control,6,Abstract,hl_i,25886492,test,gold,i
6132,TPDS and NTPDS,7,Abstract,ss_i,25886492,test,gold,i
6133,.,7,Abstract,ss_i,25886492,test,gold,i
6134,TPDS,7,Abstract,hl_i,25886492,test,gold,i
6135,NTPDS,7,Abstract,hl_i,25886492,test,gold,i
6136,The,8,Abstract,ss_i,25886492,test,gold,i
6137,intervention,8,Abstract,ss_i,25886492,test,gold,i
6138,tailored intervention,8,Abstract,hl_i,25886492,test,gold,i
6140,.,10,Abstract,ss_o,25886492,test,gold,o
6141,RESULTS FOBT,11,Abstract,ss_o,25886492,test,gold,o
6142,"CG , 74 % )",12,Abstract,ss_i,25886492,test,gold,i
6143,In the PP sample,12,Abstract,ss_o,25886492,test,gold,o
6144,80 % ; NTPDS,12,Abstract,ss_o,25886492,test,gold,o
6145,FOBT completion,13,Abstract,ss_i,25886492,test,gold,i
6148,baseline ( 1083/2227 ),16,Abstract,ss_i,25886492,test,gold,i
6149,those assigned to the,16,Abstract,ss_i,25886492,test,gold,i
6150,more likely to,16,Abstract,ss_o,25886492,test,gold,o
6151,FOBT than those,16,Abstract,ss_o,25886492,test,gold,o
6152,"another ( OR = 1.16 , p = .42 )",17,Abstract,ss_o,25886492,test,gold,o
6153,predictors : Analysis of change indicated that salience and,18,Abstract,ss_o,25886492,test,gold,o
6156,personalised decision support,0,Title,ss_i,25886492,test,gold,i
6157,faecal occult blood test :,0,Title,ss_o,25886492,test,gold,o
6158,personalised decision support,0,Title,hl_i,25886492,test,gold,i
6160,patient-controlled sedation,1,Abstract,ss_i,25898782,test,gold,i
6161,propofol,1,Abstract,ss_i,25898782,test,gold,i
6162,anesthetist-controlled sedation,1,Abstract,ss_i,25898782,test,gold,i
6163,"standard of care , midazolam",1,Abstract,ss_i,25898782,test,gold,i
6164,"safety , ease of treatment , recovery , and patients ' experiences",1,Abstract,ss_o,25898782,test,gold,o
6165,patient-controlled sedation,1,Abstract,hl_i,25898782,test,gold,i
6166,propofol,1,Abstract,hl_i,25898782,test,gold,i
6167,anesthetist-controlled sedation,1,Abstract,hl_i,25898782,test,gold,i
6168,"standard of care , midazolam",1,Abstract,hl_i,25898782,test,gold,i
6169,safety,1,Abstract,hl_o,25898782,test,gold,o
6170,ease of treatment,1,Abstract,hl_o,25898782,test,gold,o
6171,recovery,1,Abstract,hl_o,25898782,test,gold,o
6172,patients ' experiences,1,Abstract,hl_o,25898782,test,gold,o
6173,study included 281 adults in 301 procedures .,2,Abstract,ss_p,25898782,test,gold,p
6174,281 adults,2,Abstract,hl_p,25898782,test,gold,p
6175,propofol,3,Abstract,ss_i,25898782,test,gold,i
6176,propofol,3,Abstract,hl_i,25898782,test,gold,i
6177,propofol,4,Abstract,ss_i,25898782,test,gold,i
6178,Observer 's Assessment of Alertness/Sedation ( OAA/S ) scale .,4,Abstract,ss_o,25898782,test,gold,o
6179,propofol,4,Abstract,hl_i,25898782,test,gold,i
6180,midazolam,5,Abstract,ss_i,25898782,test,gold,i
6181,midazolam,5,Abstract,hl_i,25898782,test,gold,i
6182,midazolam,6,Abstract,ss_i,25898782,test,gold,i
6183,midazolam,6,Abstract,ss_i,25898782,test,gold,i
6184,ease of the procedure,6,Abstract,ss_o,25898782,test,gold,o
6185,number of sedation failures,6,Abstract,ss_o,25898782,test,gold,o
6186,midazolam,6,Abstract,hl_i,25898782,test,gold,i
6187,midazolam,6,Abstract,hl_i,25898782,test,gold,i
6188,ease of the procedure,6,Abstract,hl_o,25898782,test,gold,o
6189,number of sedation failures,6,Abstract,hl_o,25898782,test,gold,o
6190,midazolam,7,Abstract,ss_i,25898782,test,gold,i
6191,midazolam,7,Abstract,hl_i,25898782,test,gold,i
6192,Time to full recovery ( Aldrete score,8,Abstract,ss_o,25898782,test,gold,o
6193,Time to full recovery ( Aldrete score,8,Abstract,hl_o,25898782,test,gold,o
6194,least fatigue and pain,9,Abstract,ss_o,25898782,test,gold,o
6195,procedure .,9,Abstract,ss_o,25898782,test,gold,o
6196,Patients ' preference,10,Abstract,ss_o,25898782,test,gold,o
6197,with propofol,11,Abstract,ss_i,25898782,test,gold,i
6198,to midazolam,11,Abstract,ss_i,25898782,test,gold,i
6199,propofol,11,Abstract,hl_i,25898782,test,gold,i
6200,midazolam,11,Abstract,hl_i,25898782,test,gold,i
6201,"a rapid recovery , fewer respiratory events",12,Abstract,ss_o,25898782,test,gold,o
6202,as effective,12,Abstract,ss_o,25898782,test,gold,o
6203,retrograde cholangiopancreatography :,0,Title,ss_p,25898782,test,gold,p
