,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,split_anchor_type,ID,Type,Index,ann_section,ann_source,order_cluster
6851,The increase in plasma 6-keto-prostaglandin F1 alpha concentration was associated with an increase in,serum HDL2 cholesterol concentration,in the group taking regular exercise .,"['The', 'increase', 'in', 'plasma', '6-keto-prostaglandin', 'F1', 'alpha', 'concentration', 'was', 'associated', 'with', 'an', 'increase', 'in', 'serum', 'HDL2', 'cholesterol', 'concentration', 'in', 'the', 'group', 'taking', 'regular', 'exercise', '.']","(14, 18)","(101, 137)",-1,hl_o,6421395,Abstract,3,test,gold,6567.0
6852,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in serum lipoproteins in,healthy middle aged men,and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(16, 20)","(124, 147)",-1,ss_p,6421395,Abstract,4,test,gold,2035.0
6853,Our data suggest that,mild regular physical exercise,favourably influences cholesterol distribution in serum lipoproteins in healthy middle aged men and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(4, 8)","(21, 51)",-1,ss_i,6421395,Abstract,4,test,gold,2784.0
6854,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in,serum lipoproteins,in healthy middle aged men and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(13, 15)","(102, 120)",-1,ss_o,6421395,Abstract,4,test,gold,4477.0
6855,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in serum lipoproteins in healthy middle aged men and may have beneficial effects on,circulating metabolites of arachidonic acid .,,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(26, 32)","(183, 228)",-1,ss_o,6421395,Abstract,4,test,gold,4670.0
6856,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in serum lipoproteins in,healthy middle aged men,and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(16, 20)","(124, 147)",-1,hl_p,6421395,Abstract,4,test,gold,2034.0
6857,Our data suggest that,mild regular physical exercise,favourably influences cholesterol distribution in serum lipoproteins in healthy middle aged men and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(4, 8)","(21, 51)",-1,hl_i,6421395,Abstract,4,test,gold,2785.0
6858,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in,serum lipoproteins,in healthy middle aged men and may have beneficial effects on circulating metabolites of arachidonic acid .,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(13, 15)","(102, 120)",-1,hl_o,6421395,Abstract,4,test,gold,4475.0
6859,Our data suggest that mild regular physical exercise favourably influences cholesterol distribution in serum lipoproteins in healthy middle aged men and may have beneficial effects on,circulating metabolites of arachidonic acid .,,"['Our', 'data', 'suggest', 'that', 'mild', 'regular', 'physical', 'exercise', 'favourably', 'influences', 'cholesterol', 'distribution', 'in', 'serum', 'lipoproteins', 'in', 'healthy', 'middle', 'aged', 'men', 'and', 'may', 'have', 'beneficial', 'effects', 'on', 'circulating', 'metabolites', 'of', 'arachidonic', 'acid', '.']","(26, 32)","(183, 228)",-1,hl_o,6421395,Abstract,4,test,gold,4671.0
6860,Experimental hyaline membrane disease in,the premature monkey :,effects of antenatal dexamethasone .,"['Experimental', 'hyaline', 'membrane', 'disease', 'in', 'the', 'premature', 'monkey', ':', 'effects', 'of', 'antenatal', 'dexamethasone', '.']","(5, 9)","(40, 62)",-1,ss_p,6920252,Title,0,test,gold,951.0
6861,Experimental hyaline membrane disease in the premature monkey : effects of antenatal,dexamethasone .,,"['Experimental', 'hyaline', 'membrane', 'disease', 'in', 'the', 'premature', 'monkey', ':', 'effects', 'of', 'antenatal', 'dexamethasone', '.']","(12, 14)","(84, 99)",-1,ss_i,6920252,Title,0,test,gold,5123.0
6862,Experimental hyaline membrane disease in,the premature monkey :,effects of antenatal dexamethasone .,"['Experimental', 'hyaline', 'membrane', 'disease', 'in', 'the', 'premature', 'monkey', ':', 'effects', 'of', 'antenatal', 'dexamethasone', '.']","(5, 9)","(40, 62)",-1,hl_p,6920252,Title,0,test,gold,952.0
6863,Experimental hyaline membrane disease in the premature monkey : effects of antenatal,dexamethasone .,,"['Experimental', 'hyaline', 'membrane', 'disease', 'in', 'the', 'premature', 'monkey', ':', 'effects', 'of', 'antenatal', 'dexamethasone', '.']","(12, 14)","(84, 99)",-1,hl_i,6920252,Title,0,test,gold,5122.0
6864,"A blind , randomized trial of antenatal glucocorticoid treatment was conducted using the",premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,,"['A', 'blind', ',', 'randomized', 'trial', 'of', 'antenatal', 'glucocorticoid', 'treatment', 'was', 'conducted', 'using', 'the', 'premature', 'monkey', '(', 'Macaca', 'nemestrina', ')', 'model', 'of', 'hyaline', 'membrane', 'disease', '(', 'HMD', ')', '.']","(13, 28)","(88, 170)",-1,ss_p,6920252,Abstract,0,test,gold,6655.0
6865,"A blind , randomized trial of antenatal",glucocorticoid,treatment was conducted using the premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,"['A', 'blind', ',', 'randomized', 'trial', 'of', 'antenatal', 'glucocorticoid', 'treatment', 'was', 'conducted', 'using', 'the', 'premature', 'monkey', '(', 'Macaca', 'nemestrina', ')', 'model', 'of', 'hyaline', 'membrane', 'disease', '(', 'HMD', ')', '.']","(7, 8)","(39, 53)",-1,ss_i,6920252,Abstract,0,test,gold,5505.0
6866,"A blind , randomized trial of antenatal glucocorticoid treatment was conducted using the",premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,,"['A', 'blind', ',', 'randomized', 'trial', 'of', 'antenatal', 'glucocorticoid', 'treatment', 'was', 'conducted', 'using', 'the', 'premature', 'monkey', '(', 'Macaca', 'nemestrina', ')', 'model', 'of', 'hyaline', 'membrane', 'disease', '(', 'HMD', ')', '.']","(13, 28)","(88, 170)",-1,hl_p,6920252,Abstract,0,test,gold,6656.0
6867,"A blind , randomized trial of antenatal",glucocorticoid,treatment was conducted using the premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,"['A', 'blind', ',', 'randomized', 'trial', 'of', 'antenatal', 'glucocorticoid', 'treatment', 'was', 'conducted', 'using', 'the', 'premature', 'monkey', '(', 'Macaca', 'nemestrina', ')', 'model', 'of', 'hyaline', 'membrane', 'disease', '(', 'HMD', ')', '.']","(7, 8)","(39, 53)",-1,hl_i,6920252,Abstract,0,test,gold,5506.0
6868,,Twelve dams,"received dexamethasone ( 2 mg/dose ) 72 , 48 , and 24 h before abdominal delivery at 135 +/- 1 days of gestation .","['Twelve', 'dams', 'received', 'dexamethasone', '(', '2', 'mg/dose', ')', '72', ',', '48', ',', 'and', '24', 'h', 'before', 'abdominal', 'delivery', 'at', '135', '+/-', '1', 'days', 'of', 'gestation', '.']","(0, 2)","(0, 11)",-1,ss_p,6920252,Abstract,1,test,gold,2053.0
6869,Twelve dams received,dexamethasone,"( 2 mg/dose ) 72 , 48 , and 24 h before abdominal delivery at 135 +/- 1 days of gestation .","['Twelve', 'dams', 'received', 'dexamethasone', '(', '2', 'mg/dose', ')', '72', ',', '48', ',', 'and', '24', 'h', 'before', 'abdominal', 'delivery', 'at', '135', '+/-', '1', 'days', 'of', 'gestation', '.']","(3, 4)","(20, 33)",-1,ss_i,6920252,Abstract,1,test,gold,5121.0
6870,,Twelve dams,"received dexamethasone ( 2 mg/dose ) 72 , 48 , and 24 h before abdominal delivery at 135 +/- 1 days of gestation .","['Twelve', 'dams', 'received', 'dexamethasone', '(', '2', 'mg/dose', ')', '72', ',', '48', ',', 'and', '24', 'h', 'before', 'abdominal', 'delivery', 'at', '135', '+/-', '1', 'days', 'of', 'gestation', '.']","(0, 2)","(0, 11)",-1,hl_p,6920252,Abstract,1,test,gold,2054.0
6871,Twelve dams received,dexamethasone,"( 2 mg/dose ) 72 , 48 , and 24 h before abdominal delivery at 135 +/- 1 days of gestation .","['Twelve', 'dams', 'received', 'dexamethasone', '(', '2', 'mg/dose', ')', '72', ',', '48', ',', 'and', '24', 'h', 'before', 'abdominal', 'delivery', 'at', '135', '+/-', '1', 'days', 'of', 'gestation', '.']","(3, 4)","(20, 33)",-1,hl_i,6920252,Abstract,1,test,gold,5120.0
6872,,Twelve control animals,received saline .,"['Twelve', 'control', 'animals', 'received', 'saline', '.']","(0, 3)","(0, 22)",-1,ss_p,6920252,Abstract,2,test,gold,2051.0
6873,Twelve control animals received,saline .,,"['Twelve', 'control', 'animals', 'received', 'saline', '.']","(4, 6)","(31, 39)",-1,ss_i,6920252,Abstract,2,test,gold,4915.0
6874,,Twelve control animals,received saline .,"['Twelve', 'control', 'animals', 'received', 'saline', '.']","(0, 3)","(0, 22)",-1,hl_p,6920252,Abstract,2,test,gold,2052.0
6875,Twelve control animals received,saline .,,"['Twelve', 'control', 'animals', 'received', 'saline', '.']","(4, 6)","(31, 39)",-1,hl_i,6920252,Abstract,2,test,gold,4914.0
6876,Infants of,dexamethasone-treated,"dams had significantly lower incidence and severity of HMD than did infants of control animals ( 50 versus 92 % , p less than 0.05 ) .","['Infants', 'of', 'dexamethasone-treated', 'dams', 'had', 'significantly', 'lower', 'incidence', 'and', 'severity', 'of', 'HMD', 'than', 'did', 'infants', 'of', 'control', 'animals', '(', '50', 'versus', '92', '%', ',', 'p', 'less', 'than', '0.05', ')', '.']","(2, 3)","(10, 31)",-1,ss_i,6920252,Abstract,3,test,gold,
6877,Infants of dexamethasone-treated dams had significantly lower,incidence and severity of HMD,"than did infants of control animals ( 50 versus 92 % , p less than 0.05 ) .","['Infants', 'of', 'dexamethasone-treated', 'dams', 'had', 'significantly', 'lower', 'incidence', 'and', 'severity', 'of', 'HMD', 'than', 'did', 'infants', 'of', 'control', 'animals', '(', '50', 'versus', '92', '%', ',', 'p', 'less', 'than', '0.05', ')', '.']","(7, 12)","(61, 90)",-1,ss_o,6920252,Abstract,3,test,gold,3343.0
6878,Infants of,dexamethasone-treated,"dams had significantly lower incidence and severity of HMD than did infants of control animals ( 50 versus 92 % , p less than 0.05 ) .","['Infants', 'of', 'dexamethasone-treated', 'dams', 'had', 'significantly', 'lower', 'incidence', 'and', 'severity', 'of', 'HMD', 'than', 'did', 'infants', 'of', 'control', 'animals', '(', '50', 'versus', '92', '%', ',', 'p', 'less', 'than', '0.05', ')', '.']","(2, 3)","(10, 31)",-1,hl_i,6920252,Abstract,3,test,gold,
6879,Infants of dexamethasone-treated dams had significantly lower,incidence and severity of HMD,"than did infants of control animals ( 50 versus 92 % , p less than 0.05 ) .","['Infants', 'of', 'dexamethasone-treated', 'dams', 'had', 'significantly', 'lower', 'incidence', 'and', 'severity', 'of', 'HMD', 'than', 'did', 'infants', 'of', 'control', 'animals', '(', '50', 'versus', '92', '%', ',', 'p', 'less', 'than', '0.05', ')', '.']","(7, 12)","(61, 90)",-1,hl_o,6920252,Abstract,3,test,gold,3344.0
6880,Improvement with treatment was markedly greater for males than for females .,,,"['Improvement', 'with', 'treatment', 'was', 'markedly', 'greater', 'for', 'males', 'than', 'for', 'females', '.']",,,,,6920252,Abstract,4,test,gold,
6881,Differences in volume-pressure behavior of the excised lungs included greater distensibility in the infants from,dexamethasone-treated,"dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(15, 16)","(112, 133)",-1,ss_i,6920252,Abstract,5,test,gold,
6882,Differences in,volume-pressure behavior,"of the excised lungs included greater distensibility in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(2, 4)","(14, 38)",-1,ss_o,6920252,Abstract,5,test,gold,2601.0
6883,Differences in volume-pressure behavior of the excised lungs included greater,distensibility,"in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(10, 11)","(77, 91)",-1,ss_o,6920252,Abstract,5,test,gold,70.0
6884,"Differences in volume-pressure behavior of the excised lungs included greater distensibility in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced",deflation stability,with treatment .,"['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(36, 38)","(222, 241)",-1,ss_o,6920252,Abstract,5,test,gold,2643.0
6885,Differences in volume-pressure behavior of the excised lungs included greater distensibility in the infants from,dexamethasone-treated,"dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(15, 16)","(112, 133)",-1,hl_i,6920252,Abstract,5,test,gold,
6886,Differences in,volume-pressure behavior,"of the excised lungs included greater distensibility in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(2, 4)","(14, 38)",-1,hl_o,6920252,Abstract,5,test,gold,2602.0
6887,Differences in volume-pressure behavior of the excised lungs included greater,distensibility,"in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced deflation stability with treatment .","['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(10, 11)","(77, 91)",-1,hl_o,6920252,Abstract,5,test,gold,71.0
6888,"Differences in volume-pressure behavior of the excised lungs included greater distensibility in the infants from dexamethasone-treated dams ( 20.6 +/- 7.1 ml/g dry lung versus 14.7 +/- 6.1 , p less than 0.05 ) and enhanced",deflation stability,with treatment .,"['Differences', 'in', 'volume-pressure', 'behavior', 'of', 'the', 'excised', 'lungs', 'included', 'greater', 'distensibility', 'in', 'the', 'infants', 'from', 'dexamethasone-treated', 'dams', '(', '20.6', '+/-', '7.1', 'ml/g', 'dry', 'lung', 'versus', '14.7', '+/-', '6.1', ',', 'p', 'less', 'than', '0.05', ')', 'and', 'enhanced', 'deflation', 'stability', 'with', 'treatment', '.']","(36, 38)","(222, 241)",-1,hl_o,6920252,Abstract,5,test,gold,2644.0
6889,Accelerated production of surface active material ( SAM ) phospholipids in infants from,dexamethasone-treated,"dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(13, 14)","(87, 108)",-1,ss_i,6920252,Abstract,6,test,gold,
6890,Accelerated,production of surface active material ( SAM ) phospholipids,"in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(1, 10)","(11, 70)",-1,ss_o,6920252,Abstract,6,test,gold,4676.0
6891,Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in,total lung phospholipid,"( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(20, 23)","(144, 167)",-1,ss_o,6920252,Abstract,6,test,gold,3174.0
6892,"Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) ,",alveolar lavage fluid phospholipid,"( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(41, 45)","(241, 275)",-1,ss_o,6920252,Abstract,6,test,gold,6802.0
6893,"Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and",alveolar lavage fluid disaturated phosphatidylcholine,"( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(64, 69)","(354, 407)",-1,ss_o,6920252,Abstract,6,test,gold,6800.0
