,p,p_src,p_type,i,i_src,i_type,o,o_src,o_type,ID
10,"['Acute invasive diarrhea', 'in children .', 'children .', 'acute invasive diarrhea requiring an emergency visit in southern Israel .', 'invasive diarrhea .', 'acute invasive diarrhea in infants and children .', 'acute invasive diarrhea', 'infants and children', '201 evaluable children ages 6 months to 10 years ( 35 % < 1 year ; 70 % < 3 years ) presenting with acute invasive diarrhea at the Pediatric Emergency Room', '201', 'children ages 6 months to 10 years ( 35 % < 1 year ; 70 % < 3 years ) presenting with acute invasive diarrhea at the Pediatric Emergency Room', 'acute invasive diarrhea in ambulatory pediatric patients requiring an emergency room visit .', 'ambulatory pediatric patients requiring an emergency room visit .', 'acute invasive diarrhea in children .', 'acute invasive diarrhea', 'children']","[0, 0, 0, 1, 2, 3, 3, 3, 4, 4, 4, 15, 15, 0, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['ceftriaxone', 'ceftriaxone', 'ciprofloxacin', 'ciprofloxacin', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ciprofloxacin', '[ ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone', 'ciprofloxacin', 'ceftriaxone']","[1, 1, 3, 3, 4, 4, 4, 4, 10, 10, 10, 10, 11, 11, 13, 13, 13, 13, 15, 15, 15, 15, 0, 0, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['efficacy', 'safety', 'efficacy', 'safety', 'Stool cultures for Shigella , Salmonella , Campylobacter spp .', 'Stool cultures for Shigella , Salmonella , Campylobacter spp .', 'and diarrheagenic Escherichia coli', 'and diarrheagenic Escherichia coli', 'Clinical response and safety', 'Clinical response and safety', 'Clinical cure or improvement', 'Clinical cure or improvement', 'adverse events', 'adverse events', 'Joint examination', 'Joint examination', 'safe and effective', 'safe', 'effective']","[3, 3, 3, 3, 5, 5, 6, 6, 7, 7, 10, 10, 13, 13, 14, 14, 15, 15, 15]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o']",11099086
11,"['children with malaria', 'children', 'malaria', 'malaria .', 'malaria .', 'children with malaria .', 'children', 'malaria']","[0, 0, 0, 1, 1, 0, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['antipyretics', 'naproxen', 'metamizol', 'antipyretics', 'naproxen', 'metamizol', 'Antipyretic', 'Antipyretic', 'antipyretic drugs', 'antipyretic drugs']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['reduction of fever peaks .', 'reduction of fever peaks .', 'fever clearance', 'fever clearance']","[0, 0, 1, 1]","['ss_o', 'hl_o', 'ss_o', 'hl_o']",11229858
12,"['10 healthy subjects .', '10 healthy subjects']","[0, 0]","['ss_p', 'hl_p']","['garlic and onion', 'garlic and onion', 'garlic or onion', 'essential oils', 'garlic or onion', 'essential oils', 'Garlic and onion', 'Garlic and onion', 'essential oil', 'garlic', 'onion .', 'garlic', 'onion .', 'garlic and onion', 'essential oil', 'garlic and onion', 'essential oils of garlic and onion', 'essential oils of garlic and onion']","[0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['serum cholesterol and plasma fibrinogen', 'coagulation time', 'fibrinolytic activity .', 'serum cholesterol and plasma fibrinogen', 'coagulation time', 'fibrinolytic activity .', 'effects', 'effects']","[2, 2, 2, 2, 2, 2, 3, 3]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",1131298
13,"['249 adults from Washington State aged 55 to 75 with a doctor-confirmed diagnosis of osteoarthritis to participate in aquatic classes .', '249 adults from Washington State aged 55 to 75', 'doctor-confirmed diagnosis of osteoarthritis', 'persons with osteoarthritis .', 'persons with osteoarthritis .']","[4, 4, 4, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p']","['aquatic exercise classes', 'aquatic exercise classes', 'aquatic classes .', 'aquatic classes .', 'aquatic classes .', 'aquatic classes .', 'Aquatic exercisers', 'Aquatic exercisers', 'Aquatic exercise', 'Aquatic exercise', 'aquatic exercise .', 'aquatic exercise .', 'aquatic exercise', 'aquatic exercise']","[0, 0, 1, 1, 4, 4, 9, 9, 12, 12, 13, 13, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['cost and outcomes', 'cost', 'outcomes', 'Cost per quality-adjusted life year ( QALY ) gained', 'Cost per quality-adjusted life year ( QALY )', 'cost/QALY gained', 'cost/QALY', 'Quality of Well-Being Scale ( QWB )', 'Current Health Desirability Rating ( CHDR )', 'economic evaluation', 'arthritis-specific Health Assessment Questionnaire ( HAQ ) , Center for Epidemiologic Studies-Depression Scale ( CES-D )', 'Perceived Quality of Life Scale ( PQOL )', 'Quality of Well-Being Scale ( QWB )', 'Current Health Desirability Rating ( CHDR )', 'arthritis-specific Health Assessment Questionnaire ( HAQ ) , Center for Epidemiologic Studies-Depression Scale ( CES-D )', 'Perceived Quality of Life Scale ( PQOL )', 'life expectancy tables', 'QALYs .', 'QALYs .', 'Use of health care facilities', 'diaries/questionnaires', 'Medicare reimbursement rates', 'costs .', 'Use of health care facilities', 'Medicare reimbursement rates', 'Nonparametric bootstrap sampling of costs/QALY ratios', 'costs/QALY ratios', '( QWB )', '( CHDR , HAQ , PQOL )', '( QWB )', '( CHDR , HAQ , PQOL )', 'Costs/QALY', 'QWB', 'CHRD .', 'Costs/QALY', 'QWB', 'CHRD .', 'QALY gained', 'QALY', 'Economic evaluation', 'Economic evaluation']","[0, 0, 0, 2, 2, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 8, 8, 9, 9, 9, 9, 11, 11, 11, 11, 11, 11, 12, 12, 0, 0]","['ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",11317090
14,"['patients at high risk for cardiovascular events .', 'patients at high risk for cardiovascular events .']","[0, 0]","['ss_p', 'hl_p']","['ramipril', 'angiotensin-converting enzyme ( ACE ) inhibitor', 'ramipril', 'angiotensin-converting enzyme ( ACE ) inhibitor', 'ramipril', 'ramipril', 'vitamin E', 'vitamin E', 'ACE inhibitor', 'ACE inhibitor']","[0, 0, 0, 0, 1, 1, 2, 2, 3, 3]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['rates of death , myocardial infarction , stroke , coronary revascularization , cardiac arrest and heart failure', 'risk of diabetes-related complications and of diabetes itself .', 'rates of death , myocardial infarction , stroke , coronary revascularization , cardiac arrest and heart failure', 'risk of diabetes-related complications and of diabetes itself .']","[1, 1, 1, 1]","['ss_o', 'ss_o', 'hl_o', 'hl_o']",11381289
15,"['in patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol .', 'patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol .', '53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy', '53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy', 'patients insufficiently controlled on timolol .', 'patients insufficiently controlled on timolol .']","[0, 0, 2, 2, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['timolol', 'latanoprost', 'latanoprost', 'timolol', 'timolol', 'latanoprost', 'latanoprost', 'timolol', 'timolol', 'timolol', 'timolol', 'timolol', 'latanoprost', 'latanoprost', 'timolol .', 'timolol', 'timolol', 'latanoprost', 'latanoprost', 'timolol .', 'timolol', 'latanoprost', 'latanoprost', 'timolol', 'timolol', 'latanoprost', 'latanoprost', 'timolol', 'timolol', 'latanoprost', 'latanoprost']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 7, 7, 7, 7, 8, 8, 8, 8, 0]","['ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i']","['intraocular pressure ( IOP )', 'intraocular pressure ( IOP )', 'efficacy', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP', 'IOP-reducing', 'IOP-reducing']","[0, 0, 5, 5, 5, 6, 6, 7, 7, 7, 7, 7, 7, 8, 8, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",11401641
16,"[""patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy ."", ""patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy ."", 'Patients with measurable and assessable disease', 'Patients with measurable and assessable disease', 'A total of 474 patients were treated', '474', 'Recurrent epithelial ovarian carcinoma :']","[0, 0, 1, 1, 3, 3, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p']","['pegylated liposomal doxorubicin ( PLD )', 'topotecan', 'pegylated liposomal doxorubicin ( PLD )', 'topotecan', 'PLD', 'topotecan', 'PLD', 'topotecan', 'PLD', 'topotecan )', 'PLD', 'topotecan', 'PLD', 'topotecan', 'PLD', 'topotecan', 'PLD', 'topotecan .', 'PLD', 'topotecan', 'PLD', 'PLD', 'topotecan .', 'PLD', 'PLD', 'topotecan .', 'PLD', 'topotecan', 'PLD', 'topotecan', 'topotecan', 'topotecan', 'topotecan', 'topotecan', 'PLD', 'PLD', 'pegylated liposomal doxorubicin', 'topotecan .', 'pegylated liposomal doxorubicin', 'topotecan .']","[0, 0, 0, 0, 1, 1, 1, 1, 3, 3, 3, 3, 6, 6, 6, 6, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 10, 10, 11, 11, 12, 12, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['efficacy', 'safety', 'efficacy', 'safety', 'overall progression-free survival rates', 'overall progression-free survival rates', 'overall response rates', 'overall response rates', 'Median overall survival times', 'Median overall survival times', 'overall survival', 'overall survival', 'survival', 'Severe hematologic toxicity', 'Severe hematologic toxicity', 'efficacy , favorable safety profile', 'convenient dosing', 'efficacy', 'safety']","[0, 0, 0, 0, 5, 5, 6, 6, 7, 7, 9, 9, 10, 11, 11, 12, 12, 12, 12]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o']",11454878
17,"['Sixty healthy women , half of whom had been using OCs for at least the previous 6 months', 'Sixty healthy women , half of whom had been using OCs for at least the previous 6 months', 'two thirds were smokers', 'two thirds were smokers', 'One third were nonsmokers .', 'One third were nonsmokers .', 'women .', 'nonsmoking women', 'nonsmokers .']","[3, 3, 4, 4, 5, 5, 9, 10, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p', 'ss_p']","['oral contraceptives ( OCs )', 'oral contraceptives ( OCs )', 'OC', 'cigarette smoking', 'nicotine', 'OC', 'OCs', 'nicotine deprivation', 'nicotine', 'nicotine', 'nicotine', 'OC', 'nicotine', 'OC', 'nicotine', 'OC', 'OC', 'nicotine', 'nicotine', 'nicotine', 'nicotine', 'OC', 'OC', 'Oral contraceptive', 'Oral contraceptive']","[0, 0, 1, 2, 2, 2, 3, 4, 4, 4, 4, 7, 7, 7, 7, 8, 8, 9, 9, 9, 9, 10, 10, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['cardiovascular disease', 'Cardiovascular reactivity', 'cardiovascular and lipid reactivity .', 'cardiovascular and lipid reactivity .', 'Heart rate , blood pressure , and lipid measures', 'Heart rate , blood pressure , and lipid measures', 'heart rate and diastolic blood pressure reactivity', 'heart rate and diastolic blood pressure reactivity', 'cardiovascular or lipid stress reactivity', 'cardiovascular or lipid stress reactivity', 'cardiovascular reactivity', 'cardiovascular reactivity', 'cardiovascular reactivity', 'cardiovascular reactivity']","[0, 1, 2, 2, 6, 6, 8, 8, 9, 9, 10, 10, 0, 0]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",11495215
18,"['patients on thrombolytic therapy ( TLT ) .', 'patients on thrombolytic therapy ( TLT ) .', '106 males with Q-MI entered the study .', '106 males', 'Q-MI', 'MI patients receiving TLT', 'myocardial infarction']","[0, 0, 1, 1, 1, 7, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p']","['neoton', 'thrombolytic therapy ( TLT )', 'neoton', 'thrombolytic therapy ( TLT )', 'TLT', 'neoton', 'TLT', 'streptokinase', 'streptokinase preparations', 'neoton .', 'TLT', 'neoton', 'TLT', 'streptokinase', 'streptokinase preparations', 'neoton .', 'TLT', 'neoton', 'neoton', 'neoton', 'neoton', 'Neoton', 'TLT', 'Neoton', '[ Neoton', 'thrombolytic therapy', 'Neoton', 'thrombolytic therapy']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5, 5, 6, 6, 7, 7, 7, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['systolic function of the left ventricle , arrhythmia and clinical symptoms', 'systolic function of the left ventricle , arrhythmia and clinical symptoms', 'Left ventricular systolic function was measured by echocardiography', 'arrhythmia was analysed at Holter monitoring', 'Left ventricular systolic function', 'arrhythmia', 'systolic and diastolic volumes', 'systolic and diastolic volumes', 'left ventricular systolic dysfunction', 'left ventricular systolic dysfunction']","[0, 0, 3, 3, 3, 3, 5, 5, 7, 7]","['ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",11642083
19,"['older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ) .', 'older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) )', '60-year-old subjects', '60-year-old subjects', 'the 60-year-old', 'the 60-year-old']","[0, 0, 9, 9, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['antioxidant supplementation', 'antioxidant supplementation', 'dl-alpha-tocopheryl acetate', 'ascorbic acid', 'beta-carotene', 'placebo', 'dl-alpha-tocopheryl acetate', 'ascorbic acid', 'beta-carotene', 'placebo', 'Antipyrine', 'Antipyrine', 'Antipyrine', 'antioxidant supplementation', 'antioxidant supplementation', 'Antioxidant supplementation', 'antipyrine hydroxylates .', 'Antioxidant supplementation', 'antipyrine']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 4, 9, 9, 0, 0, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['exercise-induced oxidative stress', 'Antipyrine', 'oxidative stress .', 'Antipyrine', 'para- and ortho-hydroxyantipyrine .', 'para- and ortho-hydroxyantipyrine to antipyrine .', 'para- and ortho-hydroxyantipyrine to antipyrine .', 'thiobarbituric acid reactive substances in plasma .', 'thiobarbituric acid reactive substances in plasma .', 'free radical products of antipyrine .', 'free radical products of antipyrine .', 'exercise-induced oxidative stress']","[0, 3, 3, 4, 4, 7, 7, 8, 8, 9, 9, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",11737955
20,"['patients with recently diagnosed rheumatoid arthritis ( RA )', 'patients with recently diagnosed rheumatoid arthritis ( RA )', 'Twenty-two patients with a history of recently diagnosed RA of less than 2 years', 'Twenty-two patients with a history of recently diagnosed RA of less than 2 years', '22 patients', '22 patients', 'recent onset RA .', 'recent onset rheumatoid arthritis :', 'recent onset rheumatoid arthritis :']","[0, 0, 1, 1, 2, 2, 7, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p']","['standard outpatient clinic treatment', 'standard outpatient clinic treatment']","[2, 2]","['ss_i', 'hl_i']","['predictors of depression .', 'depression .', 'clinical outcome and process measures', 'clinical outcome and process measures', 'predict depression', 'predict depression', 'initial level of depression , disability , pain , beliefs about the consequences of arthritis and coping strategies .', 'depression , disability , pain , beliefs about the consequences of arthritis and coping strategies .', 'role', 'disability , illness perceptions , pain and coping .', 'disability', 'illness perceptions', 'pain', 'coping']","[0, 0, 1, 1, 4, 4, 5, 5, 0, 0, 0, 0, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o']",11750293
21,"['Eighteen patients who had undergone stoma surgery', 'Eighteen patients who had undergone stoma surgery', 'patients after stoma surgery .', 'patients after stoma surgery .', 'patients after stoma surgery .', 'patients after stoma surgery .']","[0, 0, 7, 7, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['progressive muscle relaxation training ( PMRT )', 'progressive muscle relaxation training ( PMRT )', 'PMRT', 'PMRT', 'progressive muscle relaxation training', 'progressive muscle relaxation training']","[2, 2, 7, 7, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['anxiety level and self-reported quality of life ( QoL )', 'anxiety level and self-reported quality of life ( QoL )', 'Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) .', 'Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) .', 'C-STAI score', 'WHOQoL score', 'C-STAI score', 'WHOQoL score', 'WHOQoL', 'QoL', 'WHOQoL', 'QoL', 'QoL-Colostomy', 'QoL-Colostomy', 'quality of life', 'anxiety', 'quality of life', 'anxiety']","[0, 0, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 7, 7]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o']",11829043
22,"['44 patients with inclusion body myositis', '44 patients with inclusion body myositis', 'inclusion body myositis', 'inclusion body myositis']","[0, 0, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p']","['methotrexate', 'methotrexate', 'methotrexate', 'placebo', 'methotrexate', 'placebo', 'methotrexate', 'methotrexate', 'methotrexate', 'methotrexate', 'methotrexate', 'placebo .', 'methotrexate', 'placebo .']","[0, 0, 2, 2, 2, 2, 4, 4, 5, 5, 0, 0, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['disease progression', 'disease progression', 'Mean change of quantitative muscle strength testing sum scores', 'Mean change of quantitative muscle strength testing sum scores', 'Quantitative muscle strength testing sum scores', 'Quantitative muscle strength testing sum scores', ""manual muscle testing sum scores , activity scale scores and patients ' own assessments"", ""manual muscle testing sum scores , activity scale scores and patients ' own assessments"", 'Serum creatine kinase activity', 'Serum creatine kinase activity', 'progression of muscle weakness', 'serum creatine kinase activity .', 'progression of muscle weakness', 'serum creatine kinase activity .', 'weakness progression', 'weakness progression']","[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 5, 5, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",11891832
23,"['pterygium .', 'pterygium .', '208 patients ( 229 eyes ) with initial pterygium', '208 patients', 'initial pterygium', 'pterygium .', 'pterygium ]', 'pterygium']","[0, 0, 2, 2, 2, 7, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p']","['limbal epithelial autograft transplantation', 'pterygium excision', 'limbal epithelial autograft transplantation', 'pterygium excision', 'excision of pterygium', 'limbal epithelial autograft transplantation surgery', 'simple pterygium excision', 'excision of pterygium', 'limbal epithelial autograft transplantation surgery', 'simple pterygium excision', 'limbal epithelial autograft transplantation', 'limbal epithelial autograft transplantation', '[ Limbal epithelial autograft transplantation', '[ Limbal epithelial autograft transplantation']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 7, 7, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['therapeutic effects', 'corneal transparency with stable epithelial healing and no abnormal proliferation of pterygium-like tissue .', 'epithelial healing', 'abnormal proliferation of pterygium-like tissue .']","[0, 3, 3, 3]","['ss_o', 'ss_o', 'hl_o', 'hl_o']",12139812
24,"['Thirty-five university students were assessed', 'Thirty-five university students were assessed']","[2, 2]","['ss_p', 'hl_p']","['Reichert AT550 .', 'Reichert AT550 .', 'Reichert Xpert Plus , Goldmann applanation tonometer', 'Perkins tonometer .', 'Reichert Xpert Plus', 'Goldmann applanation tonometer', 'Perkins tonometer .', 'AT550 NCT', 'Goldmann tonometer', 'AT550 NCT', 'Goldmann tonometer', 'AT550 NCT', 'Goldmann tonometry', 'AT550 NCT', 'Goldmann tonometry', 'Reichert AT550 :', 'Reichert AT550 :']","[0, 0, 1, 1, 1, 1, 1, 5, 5, 5, 5, 6, 6, 6, 6, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i']","['level of accuracy', 'measurements of intra-ocular pressure ( IOP )', 'level of accuracy', 'measurements', 'IOP', 'IOP', 'IOP', 'IOP', 'Clinical performance', 'Clinical performance']","[0, 0, 0, 0, 4, 6, 6, 6, 0, 0]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",12477021
