,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
368,We visualize attention for individual instances and analyze the interaction between attention and syntax over a large corpus.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,visualize and analyze,0.0,3.0,59.0,3.0,59.0,['We'],"['visualize', 'analyze']",,,,,,,,,,visualize,visualize,[],"['attention', 'We and analyze the interaction between attention and syntax over a large corpus .']",0,3,13,3,13,,,,,https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Abstract,2,We visualize attention for individual instances and analyze the interaction between attention and syntax over a large corpus.,"['We', 'visualize', 'attention', 'for', 'individual', 'instances', 'and', 'analyze', 'the', 'interaction', 'between', 'attention', 'and', 'syntax', 'over', 'a', 'large', 'corpus.']",,,
369,We find that attention targets different parts of speech at different layer depths within,the model,", and that attention aligns with dependency relations most strongly in the middle layers .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,find,0.0,3.0,7.0,3.0,7.0,['We'],['find'],targets,['attention'],"['parts of speech at different layer depths within the model ,', 'different']",-1.0,0.0,23.0,31.0,23.0,31.0,find,find,['We'],"['that attention targets different parts of speech at different layer depths within the model ,', 'and that attention aligns with dependency relations most strongly in the middle layers .']",0,3,8,3,8,aligns,and,"['NOUN', 'ADP', 'NOUN']","['model', 'within', 'depths']",https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Abstract,3,"We find that attention targets different parts of speech at different layer depths within the model, and that attention aligns with dependency relations most strongly in the middle layers.","['We', 'find', 'that', 'attention', 'targets', 'different', 'parts', 'of', 'speech', 'at', 'different', 'layer', 'depths', 'within', 'the', 'model', ',', 'and', 'that', 'attention', 'aligns', 'with', 'dependency', 'relations', 'most', 'strongly', 'in', 'the', 'middle', 'layers', '.']","(14, 16)","(89, 98)",-1.0
370,We also find that the deepest layers of,the model,capture the most distant relationships .,S,"['NP', 'ADVP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,find,0.0,8.0,12.0,8.0,12.0,['We'],['find'],capture,['the deepest layers of the model'],['the most distant relationships'],1.0,2.0,50.0,58.0,0.0,8.0,find,find,['We'],[],0,8,13,8,13,,capture,"['NOUN', 'ADP', 'NOUN']","['model', 'of', 'layers']",https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Abstract,4,We also find that the deepest layers of the model capture the most distant relationships.,"['We', 'also', 'find', 'that', 'the', 'deepest', 'layers', 'of', 'the', 'model', 'capture', 'the', 'most', 'distant', 'relationships', '.']","(8, 10)","(39, 48)",-1.0
371,"Finally, we extract exemplar sentences that reveal highly specific patterns targeted by particular attention heads.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,10.0,12.0,10.0,12.0,extract,0.0,13.0,20.0,13.0,20.0,['we'],['extract'],,,,,,,,,,reveal,reveal,"['Finally , we extract exemplar sentences', 'that']",['highly specific patterns targeted by particular attention heads'],0,45,52,45,52,,,,,https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Abstract,5,"Finally, we extract exemplar sentences that reveal highly specific patterns targeted by particular attention heads.","['Finally,', 'we', 'extract', 'exemplar', 'sentences', 'that', 'reveal', 'highly', 'specific', 'patterns', 'targeted', 'by', 'particular', 'attention', 'heads.']",,,
372,Analyzing the Structure of Attention in a Transformer Language Model.,,,S,"['VP', '.']",,,,,,,Analyzing,0.0,0.0,9.0,0.0,9.0,[],['Analyzing'],,,,,,,,,,Analyzing,Analyzing,[],['the Structure of Attention in a Transformer Language Model'],0,0,10,0,10,,,,,https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Title,0,Analyzing the Structure of Attention in a Transformer Language Model.,"['Analyzing', 'the', 'Structure', 'of', 'Attention', 'in', 'a', 'Transformer', 'Language', 'Model.']",,,
373,,GPT,-2 and BERT demonstrate the effectiveness of using pre-trained language models ( LMs ) on various natural language processing tasks .,S,"['NP', 'VP', '.']",GPT -2 BERT,1.0,0.0,15.0,0.0,15.0,demonstrate,2.0,16.0,27.0,12.0,23.0,"['GPT', '-2', 'BERT']",['demonstrate'],demonstrate,"['GPT', '-2 and BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",['.'],1.0,2.0,16.0,28.0,12.0,24.0,demonstrate,demonstrate,"['GPT', '-2 and BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",['.'],2,16,28,12,24,demonstrate,2,"['PROPN', 'VERB']","['GPT', 'demonstrate']",https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,0,GPT-2 and BERT demonstrate the effectiveness of using pre-trained language models (LMs) on various natural language processing tasks.,"['GPT', '-2', 'and', 'BERT', 'demonstrate', 'the', 'effectiveness', 'of', 'using', 'pre-trained', 'language', 'models', '(', 'LMs', ')', 'on', 'various', 'natural', 'language', 'processing', 'tasks', '.']","(0, 1)","(0, 3)",0.0
374,,GPT-2,and BERT demonstrate the effectiveness of using pre-trained language models ( LMs ) on various natural language processing tasks .,S,"['NP', 'VP', '.']",GPT-2 BERT,1.0,0.0,14.0,0.0,14.0,demonstrate,2.0,15.0,26.0,9.0,20.0,"['GPT-2', 'BERT']",['demonstrate'],demonstrate,"['GPT-2 and', 'BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",['.'],1.0,2.0,15.0,27.0,9.0,21.0,demonstrate,demonstrate,"['GPT-2 and', 'BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",['.'],2,15,27,9,21,demonstrate,and,"['PROPN', 'VERB']","['GPT-2', 'demonstrate']",https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,0,GPT-2 and BERT demonstrate the effectiveness of using pre-trained language models (LMs) on various natural language processing tasks.,"['GPT-2', 'and', 'BERT', 'demonstrate', 'the', 'effectiveness', 'of', 'using', 'pre-trained', 'language', 'models', '(', 'LMs', ')', 'on', 'various', 'natural', 'language', 'processing', 'tasks', '.']","(0, 1)","(0, 5)",0.0
375,"However, LM fine-tuning often suffers from catastrophic forgetting when applied to resource-rich tasks.",,,S,"['ADVP', ',', 'NP', 'ADVP', 'VP', 'HYPH', 'NP', '.']",LM tuning rich tasks,0.0,10.0,107.0,10.0,107.0,suffers,0.0,33.0,40.0,33.0,40.0,"['LM', 'tuning', 'rich', 'tasks']",['suffers'],,,,,,,,,,suffers,suffers,"['However , LM fine - tuning']",[],0,33,41,33,41,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,1,"However, LM fine-tuning often suffers from catastrophic forgetting when applied to resource-rich tasks.","['However,', 'LM', 'fine-tuning', 'often', 'suffers', 'from', 'catastrophic', 'forgetting', 'when', 'applied', 'to', 'resource-rich', 'tasks.']",,,
376,"In this work, we introduce a concerted training framework (\method) that is the key to integrate the pre-trained LMs to neural machine translation (NMT).",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,introduce,0.0,18.0,27.0,18.0,27.0,['we'],['introduce'],,,,,,,,,,key,is key,"['that', 'In this work , we introduce a concerted training framework ( \\method )', 'the']","['to', 'integrate', 'the pre - trained LMs to neural machine translation ( NMT ) .']",0,76,87,76,87,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,2,"In this work, we introduce a concerted training framework (\method) that is the key to integrate the pre-trained LMs to neural machine translation (NMT).","['In', 'this', 'work,', 'we', 'introduce', 'a', 'concerted', 'training', 'framework', '(\\method)', 'that', 'is', 'the', 'key', 'to', 'integrate', 'the', 'pre-trained', 'LMs', 'to', 'neural', 'machine', 'translation', '(NMT).']",,,
377,Our proposed Cnmt consists of three techniques: a) asymptotic distillation to ensure that the NMT model can retain the previous pre-trained knowledge; \item a dynamic switching gate to avoid catastrophic forgetting of pre-trained knowledge; and b)a strategy to adjust the learning paces according to a scheduled policy.,,,S,"['NP', 'VP', '.']",Cnmt,0.0,13.0,17.0,13.0,17.0,consists,0.0,18.0,26.0,18.0,26.0,['Cnmt'],['consists'],,,,,,,,,,consists,consists,['Our proposed Cnmt'],[': a ) asymptotic distillation to ensure that the NMT model can retain the previous pre - trained knowledge \\item a dynamic switching gate to avoid catastrophic forgetting of pre - trained knowledge and b)a strategy to adjust the learning paces according to a scheduled policy'],0,18,27,18,27,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,3,Our proposed Cnmt consists of three techniques: a) asymptotic distillation to ensure that the NMT model can retain the previous pre-trained knowledge; \item a dynamic switching gate to avoid catastrophic forgetting of pre-trained knowledge; and b)a strategy to adjust the learning paces according to a scheduled policy.,"['Our', 'proposed', 'Cnmt', 'consists', 'of', 'three', 'techniques:', 'a)', 'asymptotic', 'distillation', 'to', 'ensure', 'that', 'the', 'NMT', 'model', 'can', 'retain', 'the', 'previous', 'pre-trained', 'knowledge;', '\\item', 'a', 'dynamic', 'switching', 'gate', 'to', 'avoid', 'catastrophic', 'forgetting', 'of', 'pre-trained', 'knowledge;', 'and', 'b)a', 'strategy', 'to', 'adjust', 'the', 'learning', 'paces', 'according', 'to', 'a', 'scheduled', 'policy.']",,,
378,Our experiments in machine translation show \method gains of up to 3 BLEU score on the WMT14 English-German language pair which even surpasses the previous state-of-the-art pre-training aided NMT by 1.4 BLEU score.,,,S,"['NP', 'VP', '.']",experiments,0.0,4.0,15.0,4.0,15.0,,,,,,,['experiments'],[],,,,,,,,,,translation,translation,['machine'],['Our experiments in show \\method gains of up to 3 BLEU score on the WMT14 English - German language pair which even surpasses the previous state - of - the - art pre - training aided NMT by 1.4 BLEU score .'],0,27,39,27,39,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,4,Our experiments in machine translation show \method gains of up to 3 BLEU score on the WMT14 English-German language pair which even surpasses the previous state-of-the-art pre-training aided NMT by 1.4 BLEU score.,"['Our', 'experiments', 'in', 'machine', 'translation', 'show', '\\method', 'gains', 'of', 'up', 'to', '3', 'BLEU', 'score', 'on', 'the', 'WMT14', 'English-German', 'language', 'pair', 'which', 'even', 'surpasses', 'the', 'previous', 'state-of-the-art', 'pre-training', 'aided', 'NMT', 'by', '1.4', 'BLEU', 'score.']",,,
379,"While for the large WMT14 English-French task with 40 millions of sentence-pairs, our base model still significantly improves upon the state-of-the-art Transformer big model by more than 1 BLEU score.",,,S,"['IN', 'PP', 'NP', 'ADVP', 'ADVP', 'VBZ', 'PP', 'PP', '.']",base model,0.0,91.0,101.0,91.0,101.0,improves,0.0,122.0,130.0,122.0,130.0,"['base', 'model']",['improves'],,,,,,,,,,improves,improves,"[', our base model still significantly']",[],0,122,131,122,131,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,5,"While for the large WMT14 English-French task with 40 millions of sentence-pairs, our base model still significantly improves upon the state-of-the-art Transformer big model by more than 1 BLEU score.","['While', 'for', 'the', 'large', 'WMT14', 'English-French', 'task', 'with', '40', 'millions', 'of', 'sentence-pairs,', 'our', 'base', 'model', 'still', 'significantly', 'improves', 'upon', 'the', 'state-of-the-art', 'Transformer', 'big', 'model', 'by', 'more', 'than', '1', 'BLEU', 'score.']",,,
380,Towards Making the Most of BERT in Neural Machine Translation.,,,PP,"['PP', '.']",,,,,,,,,,,,,[],[],,,,,,,,,,Making,Making,['Towards'],"['the', 'Most of BERT']",0,8,15,8,15,,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Title,0,Towards Making the Most of BERT in Neural Machine Translation.,"['Towards', 'Making', 'the', 'Most', 'of', 'BERT', 'in', 'Neural', 'Machine', 'Translation.']",,,
381,The Conversational Assistance Track (CAsT) is a new track for TREC 2019 to facilitate Conversational Information Seeking (CIS) research and to create a large-scale reusable test collection for conversational search systems.,,,S,"['NP', 'VP', '.']",The Conversational Assistance Track CAsT,0.0,0.0,42.0,0.0,42.0,is,0.0,45.0,47.0,45.0,47.0,"['The', 'Conversational', 'Assistance', 'Track', 'CAsT']",['is'],,,,,,,,,,Assistance,Assistance,[],"['Track is a new track for TREC 2019 to facilitate Conversational Information Seeking ( CIS ) research and to create a large - scale reusable test collection for conversational search systems .', '(', 'CAsT', ')']",0,19,30,19,30,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,0,The Conversational Assistance Track (CAsT) is a new track for TREC 2019 to facilitate Conversational Information Seeking (CIS) research and to create a large-scale reusable test collection for conversational search systems.,"['The', 'Conversational', 'Assistance', 'Track', '(CAsT)', 'is', 'a', 'new', 'track', 'for', 'TREC', '2019', 'to', 'facilitate', 'Conversational', 'Information', 'Seeking', '(CIS)', 'research', 'and', 'to', 'create', 'a', 'large-scale', 'reusable', 'test', 'collection', 'for', 'conversational', 'search', 'systems.']",,,
382,"The document corpus is 38,426,252 passages from the TREC Complex Answer Retrieval (CAR) and Microsoft MAchine Reading COmprehension (MARCO) datasets.",,,S,"['NP', 'VP', '.']",The document corpus,0.0,0.0,19.0,0.0,19.0,is,0.0,20.0,22.0,20.0,22.0,"['The', 'document', 'corpus']",['is'],,,,,,,,,,"38,426,252","is 38,426,252",['The document corpus'],['passages'],0,20,34,20,34,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,1,"The document corpus is 38,426,252 passages from the TREC Complex Answer Retrieval (CAR) and Microsoft MAchine Reading COmprehension (MARCO) datasets.","['The', 'document', 'corpus', 'is', '38,426,252', 'passages', 'from', 'the', 'TREC', 'Complex', 'Answer', 'Retrieval', '(CAR)', 'and', 'Microsoft', 'MAchine', 'Reading', 'COmprehension', '(MARCO)', 'datasets.']",,,
383,"Eighty information seeking dialogues (30 train, 50 test) are an average of 9 to 10 questions long.",,,S,"['NP', 'VP', '.']",information,0.0,7.0,18.0,7.0,18.0,are,0.0,60.0,63.0,60.0,63.0,['information'],['are'],,,,,,,,,,long,long,"['Eighty information seeking dialogues ( 30 train , 50 test ) are an average of 9 to 10', 'questions']",['.'],0,96,101,96,101,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,2,"Eighty information seeking dialogues (30 train, 50 test) are an average of 9 to 10 questions long.","['Eighty', 'information', 'seeking', 'dialogues', '(30', 'train,', '50', 'test)', 'are', 'an', 'average', 'of', '9', 'to', '10', 'questions', 'long.']",,,
384,Relevance assessments are provided for 30 training topics and 20 test topics.,,,S,"['NP', 'VP', '.']",Relevance assessments,0.0,0.0,21.0,0.0,21.0,are provided,0.0,22.0,34.0,22.0,34.0,"['Relevance', 'assessments']","['are', 'provided']",,,,,,,,,,are,are,['Relevance assessments'],['provided for 30 training topics and 20 test topics'],0,22,26,22,26,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,3,Relevance assessments are provided for 30 training topics and 20 test topics.,"['Relevance', 'assessments', 'are', 'provided', 'for', '30', 'training', 'topics', 'and', '20', 'test', 'topics.']",,,
385,This year 21 groups submitted a total of 65 runs using varying methods for conversational query understanding and ranking.,,,S,"['NP', 'NP', 'VP', '.']",This year groups,0.0,0.0,19.0,0.0,19.0,submitted,0.0,20.0,29.0,20.0,29.0,"['This', 'year', 'groups']",['submitted'],,,,,,,,,,submitted,submitted,['This year 21 groups a total of 65 runs using varying methods for conversational query understanding and ranking'],[],0,20,30,20,30,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,4,This year 21 groups submitted a total of 65 runs using varying methods for conversational query understanding and ranking.,"['This', 'year', '21', 'groups', 'submitted', 'a', 'total', 'of', '65', 'runs', 'using', 'varying', 'methods', 'for', 'conversational', 'query', 'understanding', 'and', 'ranking.']",,,
386,"Methods include traditional retrieval based methods, feature based learning-to-rank, neural models, and knowledge enhanced methods.",,,S,"['NP', 'VP', '.']",Methods,0.0,0.0,7.0,0.0,7.0,include,0.0,8.0,15.0,8.0,15.0,['Methods'],['include'],,,,,,,,,,include,include,['Methods'],"['traditional retrieval based methods , feature based learning - to - rank , neural models ,', 'and knowledge enhanced methods .']",0,8,16,8,16,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,5,"Methods include traditional retrieval based methods, feature based learning-to-rank, neural models, and knowledge enhanced methods.","['Methods', 'include', 'traditional', 'retrieval', 'based', 'methods,', 'feature', 'based', 'learning-to-rank,', 'neural', 'models,', 'and', 'knowledge', 'enhanced', 'methods.']",,,
387,A common theme through the runs is the use of BERT-based neural reranking methods.,,,S,"['NP', 'VP', '.']",A common theme,0.0,0.0,14.0,0.0,14.0,is,0.0,32.0,34.0,32.0,34.0,"['A', 'common', 'theme']",['is'],,,,,,,,,,is,is,"['the use of BERT - based neural reranking methods', 'A common theme through the runs']",['.'],0,32,35,32,35,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,6,A common theme through the runs is the use of BERT-based neural reranking methods.,"['A', 'common', 'theme', 'through', 'the', 'runs', 'is', 'the', 'use', 'of', 'BERT-based', 'neural', 'reranking', 'methods.']",,,
388,"Leading methods also employed document expansion , conversational query expansion , and generative language models for conversational query rewriting (",GPT,-2 ) .,S,"['NP', 'ADVP', 'VP', '.']",methods,0.0,8.0,15.0,8.0,15.0,employed,0.0,21.0,29.0,21.0,29.0,['methods'],['employed'],rewriting,"['conversational', 'query']","['(', 'GPT', '-2 ) .']",-1.0,0.0,140.0,150.0,140.0,150.0,document,document,[],[],0,30,39,30,39,,2,"['PROPN', 'VERB', 'ADP']","['GPT', 'rewriting', 'for']",https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,7,"Leading methods also employed document expansion, conversational query expansion, and generative language models for conversational query rewriting (GPT-2).","['Leading', 'methods', 'also', 'employed', 'document', 'expansion', ',', 'conversational', 'query', 'expansion', ',', 'and', 'generative', 'language', 'models', 'for', 'conversational', 'query', 'rewriting', '(', 'GPT', '-2', ')', '.']","(20, 21)","(151, 154)",0.0
389,"Leading methods also employed document expansion , conversational query expansion , and generative language models for conversational query rewriting (",GPT-2,) .,S,"['NP', 'ADVP', 'VP', '.']",methods,0.0,8.0,15.0,8.0,15.0,employed,0.0,21.0,29.0,21.0,29.0,['methods'],['employed'],rewriting,['conversational query'],"['(', 'GPT-2 ) .']",-1.0,0.0,140.0,150.0,140.0,150.0,document,document,[],[],0,30,39,30,39,,,"['PROPN', 'PUNCT', 'VERB']","['GPT-2', ')', 'rewriting']",https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,7,"Leading methods also employed document expansion, conversational query expansion, and generative language models for conversational query rewriting (GPT-2).","['Leading', 'methods', 'also', 'employed', 'document', 'expansion', ',', 'conversational', 'query', 'expansion', ',', 'and', 'generative', 'language', 'models', 'for', 'conversational', 'query', 'rewriting', '(', 'GPT-2', ')', '.']","(20, 21)","(151, 156)",0.0
390,"The results show a gap between automatic systems and those using the manually resolved utterances, with a 35% relative improvement of manual rewrites over the best automatic system.",,,S,"['NP', 'VP', '.']",The results,0.0,0.0,11.0,0.0,11.0,show,0.0,12.0,16.0,12.0,16.0,"['The', 'results']",['show'],,,,,,,,,,show,show,['The results'],"['a', 'gap between automatic systems and those using the manually resolved utterances', ', with a 35 % relative improvement of manual rewrites over the best automatic system', '.']",0,12,17,12,17,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,8,"The results show a gap between automatic systems and those using the manually resolved utterances, with a 35% relative improvement of manual rewrites over the best automatic system.","['The', 'results', 'show', 'a', 'gap', 'between', 'automatic', 'systems', 'and', 'those', 'using', 'the', 'manually', 'resolved', 'utterances,', 'with', 'a', '35%', 'relative', 'improvement', 'of', 'manual', 'rewrites', 'over', 'the', 'best', 'automatic', 'system.']",,,
391,TREC CAsT 2019: The Conversational Assistance Track Overview.,,,NP,"['NP', ':', 'NP', '.']",CAsT The Conversational Assistance Track Overview,0.0,5.0,61.0,5.0,61.0,,,,,,,"['CAsT', 'The', 'Conversational', 'Assistance', 'Track', 'Overview']",[],,,,,,,,,,CAsT,CAsT,['TREC'],"['2019', ': The Conversational Assistance Track Overview .']",0,5,10,5,10,,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Title,0,TREC CAsT 2019: The Conversational Assistance Track Overview.,"['TREC', 'CAsT', '2019:', 'The', 'Conversational', 'Assistance', 'Track', 'Overview.']",,,
392,"We introduce The Benchmark of Linguistic Minimal Pairs (shortened to BLiMP), a challenge set for evaluating what language models (LMs) know about major grammatical phenomena in English.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,introduce,0.0,3.0,12.0,3.0,12.0,['We'],['introduce'],,,,,,,,,,introduce,introduce,['We'],"['The Benchmark of Linguistic Minimal Pairs ( shortened to BLiMP ) , a challenge set for evaluating what language models ( LMs ) know about major grammatical phenomena in English']",0,3,13,3,13,,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,0,"We introduce The Benchmark of Linguistic Minimal Pairs (shortened to BLiMP), a challenge set for evaluating what language models (LMs) know about major grammatical phenomena in English.","['We', 'introduce', 'The', 'Benchmark', 'of', 'Linguistic', 'Minimal', 'Pairs', '(shortened', 'to', 'BLiMP),', 'a', 'challenge', 'set', 'for', 'evaluating', 'what', 'language', 'models', '(LMs)', 'know', 'about', 'major', 'grammatical', 'phenomena', 'in', 'English.']",,,
393,"BLiMP consists of 67 sub-datasets, each containing 1000 minimal pairs isolating specific contrasts in syntax, morphology, or semantics.",,,S,"['NP', 'VP', '.']",BLiMP,0.0,0.0,5.0,0.0,5.0,consists,0.0,6.0,14.0,6.0,14.0,['BLiMP'],['consists'],,,,,,,,,,consists,consists,['BLiMP'],[],0,6,15,6,15,,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,1,"BLiMP consists of 67 sub-datasets, each containing 1000 minimal pairs isolating specific contrasts in syntax, morphology, or semantics.","['BLiMP', 'consists', 'of', '67', 'sub-datasets,', 'each', 'containing', '1000', 'minimal', 'pairs', 'isolating', 'specific', 'contrasts', 'in', 'syntax,', 'morphology,', 'or', 'semantics.']",,,
394,"The data is automatically generated according to expert-crafted grammars, and aggregate human agreement with the labels is 96.4%.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,and,0.0,77.0,80.0,77.0,80.0,"['The', 'data', 'human', 'agreement']","['is', 'generated', 'is']",,,,,,,,,,automatically,is automatically,['The data'],"['generated according to expert - crafted grammars ,', 'and aggregate human agreement with the labels is 96.4 %']",0,9,26,9,26,,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,2,"The data is automatically generated according to expert-crafted grammars, and aggregate human agreement with the labels is 96.4%.","['The', 'data', 'is', 'automatically', 'generated', 'according', 'to', 'expert-crafted', 'grammars,', 'and', 'aggregate', 'human', 'agreement', 'with', 'the', 'labels', 'is', '96.4%.']",,,
395,"We use it to evaluate n-gram , LSTM , and Transformer (",GPT,-2 and Transformer-XL ) LMs .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,use,0.0,3.0,6.0,3.0,6.0,['We'],"['use', 'evaluate']",,,,,,,,,,XL,XL,"['We use it to evaluate n - gram , LSTM , and Transformer ( GPT -2 and', 'Transformer', '-']",[') LMs'],2,83,86,23,26,,2,"['PROPN', 'PROPN', 'PROPN']","['GPT', '-2', 'XL']",https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,3,"We use it to evaluate n-gram, LSTM, and Transformer (GPT-2 and Transformer-XL) LMs.","['We', 'use', 'it', 'to', 'evaluate', 'n-gram', ',', 'LSTM', ',', 'and', 'Transformer', '(', 'GPT', '-2', 'and', 'Transformer-XL', ')', 'LMs', '.']","(12, 13)","(55, 58)",0.0
