,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
333,Analyzing the Structure of Attention in a Transformer Language Model.,,,,,,,Analyzing,Analyzing,[],[],,,,,https://www.semanticscholar.org/paper/Analyzing-the-Structure-of-Attention-in-a-Language-Vig-Belinkov/a039ea239e37f53a2cb60c68e0a1967994353166,39,Title,0,Analyzing the Structure of Attention in a Transformer Language Model.,"['Analyzing', 'the', 'Structure', 'of', 'Attention', 'in', 'a', 'Transformer', 'Language', 'Model.']",
334,GPT-2 and,BERT,demonstrate the effectiveness of using pre-trained language models (LMs) on various natural language processing tasks.,demonstrate,"['GPT-2 and', 'BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",[],1.0,demonstrate,demonstrate,"['GPT-2 and', 'BERT', 'the effectiveness of using pre - trained language models ( LMs ) on various natural language processing tasks']",[],demonstrate,demonstrate,"['PROPN', 'VERB']","['BERT', 'demonstrate']",https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,0,GPT-2 and BERT demonstrate the effectiveness of using pre-trained language models (LMs) on various natural language processing tasks.,"['GPT-2', 'and', 'BERT', 'demonstrate', 'the', 'effectiveness', 'of', 'using', 'pre-trained', 'language', 'models', '(LMs)', 'on', 'various', 'natural', 'language', 'processing', 'tasks.']","(2, 3)"
335,"However, LM fine-tuning often suffers from catastrophic forgetting when applied to resource-rich tasks.",,,,,,,suffers,suffers,"['However , LM fine - tuning']",[],,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,1,"However, LM fine-tuning often suffers from catastrophic forgetting when applied to resource-rich tasks.","['However,', 'LM', 'fine-tuning', 'often', 'suffers', 'from', 'catastrophic', 'forgetting', 'when', 'applied', 'to', 'resource-rich', 'tasks.']",
336,"In this work, we introduce a concerted training framework (\method) that is the key to integrate the pre-trained LMs to neural machine translation (NMT).",,,,,,,key,is key,['that'],[],,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,2,"In this work, we introduce a concerted training framework (\method) that is the key to integrate the pre-trained LMs to neural machine translation (NMT).","['In', 'this', 'work,', 'we', 'introduce', 'a', 'concerted', 'training', 'framework', '(\\method)', 'that', 'is', 'the', 'key', 'to', 'integrate', 'the', 'pre-trained', 'LMs', 'to', 'neural', 'machine', 'translation', '(NMT).']",
337,Our proposed Cnmt consists of three techniques: a) asymptotic distillation to ensure that the NMT model can retain the previous pre-trained knowledge; \item a dynamic switching gate to avoid catastrophic forgetting of pre-trained knowledge; and b)a strategy to adjust the learning paces according to a scheduled policy.,,,,,,,consists,consists,['Our proposed Cnmt'],[],,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,3,Our proposed Cnmt consists of three techniques: a) asymptotic distillation to ensure that the NMT model can retain the previous pre-trained knowledge; \item a dynamic switching gate to avoid catastrophic forgetting of pre-trained knowledge; and b)a strategy to adjust the learning paces according to a scheduled policy.,"['Our', 'proposed', 'Cnmt', 'consists', 'of', 'three', 'techniques:', 'a)', 'asymptotic', 'distillation', 'to', 'ensure', 'that', 'the', 'NMT', 'model', 'can', 'retain', 'the', 'previous', 'pre-trained', 'knowledge;', '\\item', 'a', 'dynamic', 'switching', 'gate', 'to', 'avoid', 'catastrophic', 'forgetting', 'of', 'pre-trained', 'knowledge;', 'and', 'b)a', 'strategy', 'to', 'adjust', 'the', 'learning', 'paces', 'according', 'to', 'a', 'scheduled', 'policy.']",
338,Our experiments in machine translation show \method gains of up to 3 BLEU score on the WMT14 English-German language pair which even surpasses the previous state-of-the-art pre-training aided NMT by 1.4 BLEU score.,,,,,,,translation,translation,[],[],,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,4,Our experiments in machine translation show \method gains of up to 3 BLEU score on the WMT14 English-German language pair which even surpasses the previous state-of-the-art pre-training aided NMT by 1.4 BLEU score.,"['Our', 'experiments', 'in', 'machine', 'translation', 'show', '\\method', 'gains', 'of', 'up', 'to', '3', 'BLEU', 'score', 'on', 'the', 'WMT14', 'English-German', 'language', 'pair', 'which', 'even', 'surpasses', 'the', 'previous', 'state-of-the-art', 'pre-training', 'aided', 'NMT', 'by', '1.4', 'BLEU', 'score.']",
339,"While for the large WMT14 English-French task with 40 millions of sentence-pairs, our base model still significantly improves upon the state-of-the-art Transformer big model by more than 1 BLEU score.",,,,,,,improves,improves,[],[],,,,,https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Abstract,5,"While for the large WMT14 English-French task with 40 millions of sentence-pairs, our base model still significantly improves upon the state-of-the-art Transformer big model by more than 1 BLEU score.","['While', 'for', 'the', 'large', 'WMT14', 'English-French', 'task', 'with', '40', 'millions', 'of', 'sentence-pairs,', 'our', 'base', 'model', 'still', 'significantly', 'improves', 'upon', 'the', 'state-of-the-art', 'Transformer', 'big', 'model', 'by', 'more', 'than', '1', 'BLEU', 'score.']",
340,Towards Making the Most of,BERT,in Neural Machine Translation.,Making,[],[],-1.0,Making,Making,[],[],,in,"['PROPN', 'ADP', 'ADJ']","['BERT', 'of', 'Most']",https://www.semanticscholar.org/paper/Towards-Making-the-Most-of-BERT-in-Neural-Machine-Yang-Wang/20eb4c260184c6545484240bb8c39f193cefc261,40,Title,0,Towards Making the Most of BERT in Neural Machine Translation.,"['Towards', 'Making', 'the', 'Most', 'of', 'BERT', 'in', 'Neural', 'Machine', 'Translation.']","(5, 6)"
341,The Conversational Assistance Track (CAsT) is a new track for TREC 2019 to facilitate Conversational Information Seeking (CIS) research and to create a large-scale reusable test collection for conversational search systems.,,,,,,,Assistance,Assistance,[],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,0,The Conversational Assistance Track (CAsT) is a new track for TREC 2019 to facilitate Conversational Information Seeking (CIS) research and to create a large-scale reusable test collection for conversational search systems.,"['The', 'Conversational', 'Assistance', 'Track', '(CAsT)', 'is', 'a', 'new', 'track', 'for', 'TREC', '2019', 'to', 'facilitate', 'Conversational', 'Information', 'Seeking', '(CIS)', 'research', 'and', 'to', 'create', 'a', 'large-scale', 'reusable', 'test', 'collection', 'for', 'conversational', 'search', 'systems.']",
342,"The document corpus is 38,426,252 passages from the TREC Complex Answer Retrieval (CAR) and Microsoft MAchine Reading COmprehension (MARCO) datasets.",,,,,,,"38,426,252","is 38,426,252",['The document corpus'],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,1,"The document corpus is 38,426,252 passages from the TREC Complex Answer Retrieval (CAR) and Microsoft MAchine Reading COmprehension (MARCO) datasets.","['The', 'document', 'corpus', 'is', '38,426,252', 'passages', 'from', 'the', 'TREC', 'Complex', 'Answer', 'Retrieval', '(CAR)', 'and', 'Microsoft', 'MAchine', 'Reading', 'COmprehension', '(MARCO)', 'datasets.']",
343,"Eighty information seeking dialogues (30 train, 50 test) are an average of 9 to 10 questions long.",,,,,,,long,long,[],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,2,"Eighty information seeking dialogues (30 train, 50 test) are an average of 9 to 10 questions long.","['Eighty', 'information', 'seeking', 'dialogues', '(30', 'train,', '50', 'test)', 'are', 'an', 'average', 'of', '9', 'to', '10', 'questions', 'long.']",
344,Relevance assessments are provided for 30 training topics and 20 test topics.,,,,,,,are,are,['Relevance assessments'],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,3,Relevance assessments are provided for 30 training topics and 20 test topics.,"['Relevance', 'assessments', 'are', 'provided', 'for', '30', 'training', 'topics', 'and', '20', 'test', 'topics.']",
345,This year 21 groups submitted a total of 65 runs using varying methods for conversational query understanding and ranking.,,,,,,,submitted,submitted,['This year 21 groups a total of 65 runs using varying methods for conversational query understanding and ranking'],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,4,This year 21 groups submitted a total of 65 runs using varying methods for conversational query understanding and ranking.,"['This', 'year', '21', 'groups', 'submitted', 'a', 'total', 'of', '65', 'runs', 'using', 'varying', 'methods', 'for', 'conversational', 'query', 'understanding', 'and', 'ranking.']",
346,"Methods include traditional retrieval based methods, feature based learning-to-rank, neural models, and knowledge enhanced methods.",,,,,,,include,include,['Methods'],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,5,"Methods include traditional retrieval based methods, feature based learning-to-rank, neural models, and knowledge enhanced methods.","['Methods', 'include', 'traditional', 'retrieval', 'based', 'methods,', 'feature', 'based', 'learning-to-rank,', 'neural', 'models,', 'and', 'knowledge', 'enhanced', 'methods.']",
347,A common theme through the runs is the use of,BERT,-based neural reranking methods.,,,,,the,is the,['use of BERT -based neural reranking methods'],[],-based,based,"['PROPN', 'ADJ', 'ADP']","['BERT', '-based', 'of']",https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,6,A common theme through the runs is the use of BERT-based neural reranking methods.,"['A', 'common', 'theme', 'through', 'the', 'runs', 'is', 'the', 'use', 'of', 'BERT', '-based', 'neural', 'reranking', 'methods.']","(10, 11)"
348,"Leading methods also employed document expansion, conversational query expansion, and generative language models for conversational query rewriting (GPT-2).",,,,,,,document,document,[],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,7,"Leading methods also employed document expansion, conversational query expansion, and generative language models for conversational query rewriting (GPT-2).","['Leading', 'methods', 'also', 'employed', 'document', 'expansion,', 'conversational', 'query', 'expansion,', 'and', 'generative', 'language', 'models', 'for', 'conversational', 'query', 'rewriting', '(GPT-2).']",
349,"The results show a gap between automatic systems and those using the manually resolved utterances, with a 35% relative improvement of manual rewrites over the best automatic system.",,,,,,,show,show,['The results'],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Abstract,8,"The results show a gap between automatic systems and those using the manually resolved utterances, with a 35% relative improvement of manual rewrites over the best automatic system.","['The', 'results', 'show', 'a', 'gap', 'between', 'automatic', 'systems', 'and', 'those', 'using', 'the', 'manually', 'resolved', 'utterances,', 'with', 'a', '35%', 'relative', 'improvement', 'of', 'manual', 'rewrites', 'over', 'the', 'best', 'automatic', 'system.']",
350,TREC CAsT 2019: The Conversational Assistance Track Overview.,,,,,,,CAsT,CAsT,[],[],,,,,https://www.semanticscholar.org/paper/TREC-CAsT-2019%3A-The-Conversational-Assistance-Track-Dalton-Xiong/8fbb8885854ba611ca90a7fc8b8efaaff3efc66e,41,Title,0,TREC CAsT 2019: The Conversational Assistance Track Overview.,"['TREC', 'CAsT', '2019:', 'The', 'Conversational', 'Assistance', 'Track', 'Overview.']",
351,"We introduce The Benchmark of Linguistic Minimal Pairs (shortened to BLiMP), a challenge set for evaluating what language models (LMs) know about major grammatical phenomena in English.",,,,,,,introduce,introduce,['We'],"['The Benchmark of Linguistic Minimal Pairs ( shortened to BLiMP ) , a challenge set for evaluating what language models ( LMs ) know about major grammatical phenomena in English']",,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,0,"We introduce The Benchmark of Linguistic Minimal Pairs (shortened to BLiMP), a challenge set for evaluating what language models (LMs) know about major grammatical phenomena in English.","['We', 'introduce', 'The', 'Benchmark', 'of', 'Linguistic', 'Minimal', 'Pairs', '(shortened', 'to', 'BLiMP),', 'a', 'challenge', 'set', 'for', 'evaluating', 'what', 'language', 'models', '(LMs)', 'know', 'about', 'major', 'grammatical', 'phenomena', 'in', 'English.']",
352,"BLiMP consists of 67 sub-datasets, each containing 1000 minimal pairs isolating specific contrasts in syntax, morphology, or semantics.",,,,,,,consists,consists,['BLiMP'],[],,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,1,"BLiMP consists of 67 sub-datasets, each containing 1000 minimal pairs isolating specific contrasts in syntax, morphology, or semantics.","['BLiMP', 'consists', 'of', '67', 'sub-datasets,', 'each', 'containing', '1000', 'minimal', 'pairs', 'isolating', 'specific', 'contrasts', 'in', 'syntax,', 'morphology,', 'or', 'semantics.']",
353,"The data is automatically generated according to expert-crafted grammars, and aggregate human agreement with the labels is 96.4%.",,,,,,,automatically,is automatically,['The data'],[],,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,2,"The data is automatically generated according to expert-crafted grammars, and aggregate human agreement with the labels is 96.4%.","['The', 'data', 'is', 'automatically', 'generated', 'according', 'to', 'expert-crafted', 'grammars,', 'and', 'aggregate', 'human', 'agreement', 'with', 'the', 'labels', 'is', '96.4%.']",
354,"We use it to evaluate n-gram, LSTM, and Transformer (GPT-2 and Transformer-XL) LMs.",,,,,,,XL,XL,[],[],,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,3,"We use it to evaluate n-gram, LSTM, and Transformer (GPT-2 and Transformer-XL) LMs.","['We', 'use', 'it', 'to', 'evaluate', 'n-gram,', 'LSTM,', 'and', 'Transformer', '(GPT-2', 'and', 'Transformer-XL)', 'LMs.']",
355,"We find that state-of-the-art models identify morphological contrasts reliably, but they struggle with semantic restrictions on the distribution of quantifiers and negative polarity items and subtle syntactic phenomena such as extraction islands.",,,,,,,as,as,[],[],,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,4,"We find that state-of-the-art models identify morphological contrasts reliably, but they struggle with semantic restrictions on the distribution of quantifiers and negative polarity items and subtle syntactic phenomena such as extraction islands.","['We', 'find', 'that', 'state-of-the-art', 'models', 'identify', 'morphological', 'contrasts', 'reliably,', 'but', 'they', 'struggle', 'with', 'semantic', 'restrictions', 'on', 'the', 'distribution', 'of', 'quantifiers', 'and', 'negative', 'polarity', 'items', 'and', 'subtle', 'syntactic', 'phenomena', 'such', 'as', 'extraction', 'islands.']",
356,BLiMP: A Benchmark of Linguistic Minimal Pairs for English.,,,,,,,BLiMP,BLiMP,[],[],,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Title,0,BLiMP: A Benchmark of Linguistic Minimal Pairs for English.,"['BLiMP:', 'A', 'Benchmark', 'of', 'Linguistic', 'Minimal', 'Pairs', 'for', 'English.']",
357,"A stereotype is an over-generalized belief about a particular group of people, e.g., Asians are good at math or Asians are bad drivers.",,,,,,,is,is,['A stereotype'],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,0,"A stereotype is an over-generalized belief about a particular group of people, e.g., Asians are good at math or Asians are bad drivers.","['A', 'stereotype', 'is', 'an', 'over-generalized', 'belief', 'about', 'a', 'particular', 'group', 'of', 'people,', 'e.g.,', 'Asians', 'are', 'good', 'at', 'math', 'or', 'Asians', 'are', 'bad', 'drivers.']",
358,Such beliefs (biases) are known to hurt target groups.,,,,,,,known,are known,['Such beliefs ( biases )'],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,1,Such beliefs (biases) are known to hurt target groups.,"['Such', 'beliefs', '(biases)', 'are', 'known', 'to', 'hurt', 'target', 'groups.']",
359,"Since pretrained language models are trained on large real world data, they are known to capture stereotypical biases.",,,,,,,trained,trained,['Since pretrained language models'],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,2,"Since pretrained language models are trained on large real world data, they are known to capture stereotypical biases.","['Since', 'pretrained', 'language', 'models', 'are', 'trained', 'on', 'large', 'real', 'world', 'data,', 'they', 'are', 'known', 'to', 'capture', 'stereotypical', 'biases.']",
360,"In order to assess the adverse effects of these models, it is important to quantify the bias captured in them.",,,,,,,important,is important,['it'],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,3,"In order to assess the adverse effects of these models, it is important to quantify the bias captured in them.","['In', 'order', 'to', 'assess', 'the', 'adverse', 'effects', 'of', 'these', 'models,', 'it', 'is', 'important', 'to', 'quantify', 'the', 'bias', 'captured', 'in', 'them.']",
361,Existing literature on quantifying bias evaluates pretrained language models on a small set of artificially constructed bias-assessing sentences.,,,,,,,literature,literature,[],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,4,Existing literature on quantifying bias evaluates pretrained language models on a small set of artificially constructed bias-assessing sentences.,"['Existing', 'literature', 'on', 'quantifying', 'bias', 'evaluates', 'pretrained', 'language', 'models', 'on', 'a', 'small', 'set', 'of', 'artificially', 'constructed', 'bias-assessing', 'sentences.']",
362,"We present StereoSet, a large-scale natural dataset in English to measure stereotypical biases in four domains: gender, profession, race, and religion.",,,,,,,race,race,[],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,5,"We present StereoSet, a large-scale natural dataset in English to measure stereotypical biases in four domains: gender, profession, race, and religion.","['We', 'present', 'StereoSet,', 'a', 'large-scale', 'natural', 'dataset', 'in', 'English', 'to', 'measure', 'stereotypical', 'biases', 'in', 'four', 'domains:', 'gender,', 'profession,', 'race,', 'and', 'religion.']",
363,We evaluate popular models like,BERT,", GPT-2, RoBERTa, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.",,,,,models,models,[],[],exhibit,GPT-2,"['PROPN', 'SCONJ', 'NOUN']","['BERT', 'like', 'models']",https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,6,"We evaluate popular models like BERT, GPT-2, RoBERTa, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.","['We', 'evaluate', 'popular', 'models', 'like', 'BERT', ',', 'GPT-2,', 'RoBERTa,', 'and', 'XLNet', 'on', 'our', 'dataset', 'and', 'show', 'that', 'these', 'models', 'exhibit', 'strong', 'stereotypical', 'biases.']","(5, 6)"
364,"We evaluate popular models like BERT, GPT-2, Ro",BERT,"a, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.",,,,,models,models,[],[],exhibit,a,"['PROPN', 'PROPN', 'PROPN']","['BERT', 'Ro', 'GPT-2']",https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,6,"We evaluate popular models like BERT, GPT-2, RoBERTa, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.","['We', 'evaluate', 'popular', 'models', 'like', 'BERT,', 'GPT-2,', 'Ro', 'BERT', 'a,', 'and', 'XLNet', 'on', 'our', 'dataset', 'and', 'show', 'that', 'these', 'models', 'exhibit', 'strong', 'stereotypical', 'biases.']","(8, 9)"
365,We also present a leaderboard with a hidden test set to track the bias of future language models at this https URL,,,,,,,present,present,[],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,7,We also present a leaderboard with a hidden test set to track the bias of future language models at this https URL,"['We', 'also', 'present', 'a', 'leaderboard', 'with', 'a', 'hidden', 'test', 'set', 'to', 'track', 'the', 'bias', 'of', 'future', 'language', 'models', 'at', 'this', 'https', 'URL']",
366,StereoSet: Measuring stereotypical bias in pretrained language models.,,,,,,,StereoSet,StereoSet,[],[],,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Title,0,StereoSet: Measuring stereotypical bias in pretrained language models.,"['StereoSet:', 'Measuring', 'stereotypical', 'bias', 'in', 'pretrained', 'language', 'models.']",
367,Advanced neural language models (NLMs) are widely used in sequence generation tasks because they are able to produce fluent and meaningful sentences.,,,,,,,used,used,[],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,0,Advanced neural language models (NLMs) are widely used in sequence generation tasks because they are able to produce fluent and meaningful sentences.,"['Advanced', 'neural', 'language', 'models', '(NLMs)', 'are', 'widely', 'used', 'in', 'sequence', 'generation', 'tasks', 'because', 'they', 'are', 'able', 'to', 'produce', 'fluent', 'and', 'meaningful', 'sentences.']",
368,"They can also be used to generate fake reviews, which can then be used to attack online review systems and influence the buying decisions of online shoppers.",,,,,,,used,can be used,['They'],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,1,"They can also be used to generate fake reviews, which can then be used to attack online review systems and influence the buying decisions of online shoppers.","['They', 'can', 'also', 'be', 'used', 'to', 'generate', 'fake', 'reviews,', 'which', 'can', 'then', 'be', 'used', 'to', 'attack', 'online', 'review', 'systems', 'and', 'influence', 'the', 'buying', 'decisions', 'of', 'online', 'shoppers.']",
369,"To perform such attacks, it is necessary for experts to train a tailored LM for a specific topic.",,,,,,,necessary,To is necessary,['it'],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,2,"To perform such attacks, it is necessary for experts to train a tailored LM for a specific topic.","['To', 'perform', 'such', 'attacks,', 'it', 'is', 'necessary', 'for', 'experts', 'to', 'train', 'a', 'tailored', 'LM', 'for', 'a', 'specific', 'topic.']",
370,"In this work, we show that a low-skilled threat model can be built just by combining publicly available LMs and show that the produced fake reviews can fool both humans and machines.",,,,,,,show,show,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,3,"In this work, we show that a low-skilled threat model can be built just by combining publicly available LMs and show that the produced fake reviews can fool both humans and machines.","['In', 'this', 'work,', 'we', 'show', 'that', 'a', 'low-skilled', 'threat', 'model', 'can', 'be', 'built', 'just', 'by', 'combining', 'publicly', 'available', 'LMs', 'and', 'show', 'that', 'the', 'produced', 'fake', 'reviews', 'can', 'fool', 'both', 'humans', 'and', 'machines.']",
371,"In particular, we use the GPT-2 NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a",BERT,based text classifier (with accuracy of 96%) to filter out reviews with undesired sentiments.,based,[],[],-1.0,use,use,"[',', 'we']",['the GPT-2 NLM'],based,based,"['PROPN', 'PUNCT', 'NOUN']","['BERT', '(', 'text']",https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,4,"In particular, we use the GPT-2 NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a BERT based text classifier (with accuracy of 96%) to filter out reviews with undesired sentiments.","['In', 'particular,', 'we', 'use', 'the', 'GPT-2', 'NLM', 'to', 'generate', 'a', 'large', 'number', 'of', 'high-quality', 'reviews', 'based', 'on', 'a', 'review', 'with', 'the', 'desired', 'sentiment', 'and', 'then', 'using', 'a', 'BERT', 'based', 'text', 'classifier', '(with', 'accuracy', 'of', '96%)', 'to', 'filter', 'out', 'reviews', 'with', 'undesired', 'sentiments.']","(27, 28)"
372,"Because none of the words in the review are modified, fluent samples like the training data can be generated from the learned distribution.",,,,,,,modified,are modified,['none of the words in the review'],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,5,"Because none of the words in the review are modified, fluent samples like the training data can be generated from the learned distribution.","['Because', 'none', 'of', 'the', 'words', 'in', 'the', 'review', 'are', 'modified,', 'fluent', 'samples', 'like', 'the', 'training', 'data', 'can', 'be', 'generated', 'from', 'the', 'learned', 'distribution.']",
373,A subjective evaluation with 80 participants demonstrated that this simple method can produce reviews that are as fluent as those written by people.,,,,,,,those,are those,"['A subjective evaluation with 80 participants demonstrated that this simple method can produce reviews', 'that']",[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,6,A subjective evaluation with 80 participants demonstrated that this simple method can produce reviews that are as fluent as those written by people.,"['A', 'subjective', 'evaluation', 'with', '80', 'participants', 'demonstrated', 'that', 'this', 'simple', 'method', 'can', 'produce', 'reviews', 'that', 'are', 'as', 'fluent', 'as', 'those', 'written', 'by', 'people.']",
374,It also showed that the participants tended to distinguish fake reviews randomly.,,,,,,,showed,showed,['It'],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,7,It also showed that the participants tended to distinguish fake reviews randomly.,"['It', 'also', 'showed', 'that', 'the', 'participants', 'tended', 'to', 'distinguish', 'fake', 'reviews', 'randomly.']",
